@relation jAudio
@ATTRIBUTE "Spectral Centroid0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point0" NUMERIC
@ATTRIBUTE "Spectral Flux0" NUMERIC
@ATTRIBUTE "Compactness0" NUMERIC
@ATTRIBUTE "Spectral Variability0" NUMERIC
@ATTRIBUTE "Root Mean Square0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows0" NUMERIC
@ATTRIBUTE "Zero Crossings0" NUMERIC
@ATTRIBUTE "Strongest Beat0" NUMERIC
@ATTRIBUTE "Beat Sum0" NUMERIC
@ATTRIBUTE "Strength Of Strongest Beat0" NUMERIC
@ATTRIBUTE "LPC0" NUMERIC
@ATTRIBUTE "LPC1" NUMERIC
@ATTRIBUTE "LPC2" NUMERIC
@ATTRIBUTE "LPC3" NUMERIC
@ATTRIBUTE "LPC4" NUMERIC
@ATTRIBUTE "LPC5" NUMERIC
@ATTRIBUTE "LPC6" NUMERIC
@ATTRIBUTE "LPC7" NUMERIC
@ATTRIBUTE "LPC8" NUMERIC
@ATTRIBUTE "LPC9" NUMERIC
@ATTRIBUTE "Method of Moments0" NUMERIC
@ATTRIBUTE "Method of Moments1" NUMERIC
@ATTRIBUTE "Method of Moments2" NUMERIC
@ATTRIBUTE "Method of Moments3" NUMERIC
@ATTRIBUTE "Method of Moments4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs0" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs1" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs2" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs3" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs5" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs6" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs7" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs8" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs9" NUMERIC

@DATA
1.347E2,8.242E-1,?,5.903E2,1.087E-3,1.112E-1,?,1.09E2,?,?,?,6.442E-2,1.045E-1,1.255E-2,-9.767E-2,-4.78E-2,6.267E-2,6.846E-2,-8.311E-3,-4.705E-2,0E0,5.844E-1,1.305E2,4.951E3,-1.823E4,4.766E7,?,?,?,?,?,?,?,?,?,?
1.193E2,8.086E-1,?,6.771E2,1.178E-3,1.089E-1,?,1.1E2,?,?,?,2.803E-2,6.886E-2,6.549E-2,-7.904E-2,2.583E-2,-6.194E-2,4.409E-2,-1.055E-2,-8.169E-2,0E0,5.849E-1,1.23E2,5.316E3,2.533E4,5.192E7,?,?,?,?,?,?,?,?,?,?
1.402E2,9.336E-1,?,5.414E2,1.34E-3,1.111E-1,?,1.16E2,?,?,?,1.202E-1,-4.646E-2,3.504E-3,-2.769E-2,1.109E-1,-1.002E-1,2.161E-2,2.526E-4,-1.719E-2,0E0,6.489E-1,1.324E2,5.584E3,-2.362E4,5.807E7,?,?,?,?,?,?,?,?,?,?
1.322E2,8.906E-1,?,7.303E2,1.321E-3,1.391E-1,?,1.19E2,?,?,?,-2.628E-2,-1.898E-1,-5.437E-2,-1.386E-2,1.878E-1,3.846E-2,1.017E-1,4.405E-2,-7.073E-2,0E0,6.543E-1,1.317E2,5.638E3,-2.128E4,5.376E7,?,?,?,?,?,?,?,?,?,?
1.207E2,8.086E-1,?,7.147E2,1.327E-3,1.248E-1,?,1.05E2,?,?,?,-9.01E-2,2.589E-2,-1.004E-1,3.919E-2,1.208E-1,9.385E-2,-9.976E-2,-5.587E-2,7.392E-2,0E0,6.541E-1,1.256E2,5.628E3,-1.525E4,5.52E7,?,?,?,?,?,?,?,?,?,?
1.42E2,8.75E-1,?,5.845E2,2.339E-3,1.905E-1,?,1.11E2,?,?,?,1.232E-1,2.75E-3,-4.849E-2,5.41E-2,4.013E-2,-1.898E-1,5.27E-3,3.493E-2,5.4E-2,0E0,1.157E0,1.34E2,5.374E3,-4.997E4,5.464E7,?,?,?,?,?,?,?,?,?,?
1.221E2,8.359E-1,?,6.021E2,1.78E-3,1.775E-1,?,8.6E1,?,?,?,-2.183E-1,-1.017E-1,1.386E-2,1.589E-1,-1.247E-2,5.193E-2,1.386E-2,-9.503E-3,1.442E-2,0E0,1.024E0,1.234E2,5.498E3,2.384E4,5.261E7,?,?,?,?,?,?,?,?,?,?
1.241E2,8.711E-1,?,7.258E2,1.43E-3,1.163E-1,?,1.03E2,?,?,?,-1.486E-3,6.668E-2,1.289E-1,-1.878E-1,-7.997E-2,-2.996E-2,-2.65E-2,1.152E-2,-2.067E-2,0E0,6.367E-1,1.275E2,5.281E3,3.529E4,5.432E7,?,?,?,?,?,?,?,?,?,?
1.347E2,8.633E-1,?,6.5E2,1.113E-3,1.155E-1,?,1.02E2,?,?,?,3.743E-2,-8.522E-2,-6.507E-3,-8.767E-3,4.278E-2,8.805E-2,-1.144E-1,4.448E-2,3.107E-2,0E0,5.795E-1,1.32E2,5.863E3,-6.837E4,5.975E7,?,?,?,?,?,?,?,?,?,?
1.422E2,9.102E-1,?,6.903E2,7.892E-4,9.941E-2,?,1.1E2,?,?,?,-5.52E-2,-3.351E-2,-6.53E-2,-1.109E-2,7.98E-2,-5.277E-2,-2.25E-2,1.506E-2,8.285E-2,0E0,4.519E-1,1.344E2,5.736E3,-4.59E4,5.909E7,?,?,?,?,?,?,?,?,?,?
1.294E2,8.594E-1,?,4.791E2,1.099E-3,9.86E-2,?,1.05E2,?,?,?,4.333E-2,-7.831E-2,8.425E-2,6.079E-2,1.474E-2,-3.77E-2,-4.608E-3,9.801E-2,2.412E-2,0E0,5.731E-1,1.302E2,5.114E3,8.101E3,4.671E7,?,?,?,?,?,?,?,?,?,?
1.294E2,8.203E-1,?,7.907E2,1.528E-3,1.703E-1,?,1.13E2,?,?,?,4.322E-2,1.748E-1,-4.359E-2,3.655E-2,1.092E-1,-1.135E-2,-3.452E-4,5.246E-2,-1.634E-2,0E0,8E-1,1.289E2,5.003E3,-2.265E3,4.694E7,?,?,?,?,?,?,?,?,?,?
1.284E2,8.672E-1,?,6.848E2,9.687E-4,1.022E-1,?,1.06E2,?,?,?,3.818E-2,1.264E-2,-1.039E-1,9.363E-3,6.527E-2,2.565E-2,3.779E-4,8.562E-4,-9.006E-2,0E0,4.995E-1,1.29E2,5.413E3,4.386E3,5.26E7,?,?,?,?,?,?,?,?,?,?
1.513E2,8.555E-1,?,5.641E2,9.363E-4,1.001E-1,?,1.1E2,?,?,?,1.107E-1,-4.489E-2,-3.083E-2,4.084E-3,-1.203E-1,4.361E-2,-5.18E-3,-8.619E-3,-7.147E-2,0E0,4.919E-1,1.392E2,5.186E3,-8.948E4,5.076E7,?,?,?,?,?,?,?,?,?,?
1.199E2,8.477E-1,?,5.737E2,9.252E-4,9.209E-2,?,1.13E2,?,?,?,1.838E-2,-1.311E-1,-8.272E-2,-1.954E-1,-5.515E-2,8.895E-2,-2.547E-2,3.464E-2,-7.925E-2,0E0,4.407E-1,1.24E2,6.132E3,-1.454E4,6.487E7,?,?,?,?,?,?,?,?,?,?
1.203E2,8.32E-1,?,7.063E2,1.033E-3,8.729E-2,?,9.8E1,?,?,?,-7.31E-2,-1.466E-2,-2.541E-2,8.429E-3,-3.354E-2,-8.599E-2,-9.813E-2,-1.81E-2,2.71E-2,0E0,5.082E-1,1.249E2,6.094E3,-2.605E4,6.179E7,?,?,?,?,?,?,?,?,?,?
1.102E2,7.852E-1,?,6.919E2,1.145E-3,1.125E-1,?,1.09E2,?,?,?,5.881E-2,4.497E-3,6.427E-2,-9.081E-2,-3.841E-2,-7.62E-2,2.742E-2,-7.817E-2,-1.121E-2,0E0,5.521E-1,1.217E2,5.706E3,3.227E4,6.007E7,?,?,?,?,?,?,?,?,?,?
1.268E2,8.75E-1,?,8.532E2,1.623E-3,1.721E-1,?,1.26E2,?,?,?,8.942E-2,-1.467E-2,-4.304E-2,-5.733E-4,3.53E-2,-1.925E-1,-5.553E-2,-8.223E-2,1.068E-2,0E0,8.443E-1,1.264E2,5.632E3,-1.89E2,5.776E7,?,?,?,?,?,?,?,?,?,?
1.158E2,7.5E-1,?,7.136E2,1.398E-3,1.294E-1,?,1.08E2,?,?,?,-6.312E-2,1.541E-1,-1.601E-1,-1.68E-3,-4.396E-2,7.472E-2,4.931E-3,2.162E-1,-8.24E-2,0E0,6.553E-1,1.201E2,4.78E3,-3.342E3,4.272E7,?,?,?,?,?,?,?,?,?,?
1.247E2,7.891E-1,?,6.439E2,1.017E-3,8.431E-2,?,9.6E1,?,?,?,-9.187E-2,1.114E-1,-1.382E-1,6.166E-2,-2.341E-2,4.97E-2,-2.135E-2,-7.058E-2,-1.051E-2,0E0,4.91E-1,1.252E2,4.953E3,-6.096E3,4.477E7,?,?,?,?,?,?,?,?,?,?
1.46E2,8.75E-1,?,4.892E2,6.628E-4,4.929E-2,?,9.7E1,?,?,?,6.762E-2,3.101E-2,-9.189E-2,-3.868E-2,-6.576E-2,-1.691E-3,5.814E-2,4.644E-2,9.799E-2,0E0,2.829E-1,1.396E2,5.36E3,-1.006E5,5.55E7,?,?,?,?,?,?,?,?,?,?
1.18E2,8.047E-1,?,6.557E2,1.271E-3,1.19E-1,?,1.1E2,?,?,?,-1.049E-1,-5.821E-2,-3.35E-2,6.219E-2,-2.723E-2,-5.14E-2,8.512E-2,2.469E-2,-5.707E-2,0E0,6.697E-1,1.201E2,5.444E3,4.523E4,5.324E7,?,?,?,?,?,?,?,?,?,?
1.259E2,7.969E-1,?,7.356E2,1.168E-3,1.107E-1,?,1.14E2,?,?,?,-3.362E-2,4.623E-3,-1.389E-1,1.074E-1,4.982E-2,-3.533E-2,1.364E-2,-6.321E-2,-1.032E-1,0E0,5.53E-1,1.267E2,5.284E3,-7.181E3,4.96E7,?,?,?,?,?,?,?,?,?,?
1.21E2,8.047E-1,?,6.087E2,1.309E-3,1.172E-1,?,8.9E1,?,?,?,-9.392E-2,1.802E-2,-3.748E-2,-8.727E-2,-3.196E-2,3.585E-2,-1.074E-2,2.062E-2,7.664E-2,0E0,6.49E-1,1.241E2,5.342E3,2.512E4,5.259E7,?,?,?,?,?,?,?,?,?,?
1.343E2,8.242E-1,?,7.785E2,9.149E-4,9.482E-2,?,1.14E2,?,?,?,2.531E-2,8.727E-2,-2.018E-2,6.264E-2,-3.894E-2,-7.004E-2,3.963E-2,6.547E-2,-3.88E-2,0E0,4.887E-1,1.308E2,4.888E3,-1.135E4,4.606E7,?,?,?,?,?,?,?,?,?,?
1.174E2,8.008E-1,?,5.751E2,7.897E-4,8.947E-2,?,1.06E2,?,?,?,5.344E-3,1.792E-2,-4.577E-3,7.748E-2,5.317E-2,-3.059E-2,3.562E-2,9.515E-2,-4.469E-2,0E0,4.702E-1,1.228E2,5.239E3,3.109E4,5.167E7,?,?,?,?,?,?,?,?,?,?
1.235E2,8.672E-1,?,8.18E2,1.771E-3,1.547E-1,?,1.07E2,?,?,?,-2.158E-2,-1.304E-2,5.173E-2,-4.633E-2,6.211E-2,-2.825E-2,2.521E-2,-1.092E-2,-2.778E-2,0E0,8.723E-1,1.261E2,5.635E3,1.868E4,5.815E7,?,?,?,?,?,?,?,?,?,?
1.268E2,8.477E-1,?,6.368E2,1.223E-3,1.295E-1,?,1.17E2,?,?,?,4.569E-2,1.262E-1,1.802E-1,9.012E-2,-2.546E-3,-2.864E-2,1.012E-1,4.299E-2,6.134E-4,0E0,6.516E-1,1.275E2,5.303E3,2.499E4,5.049E7,?,?,?,?,?,?,?,?,?,?
1.265E2,8.438E-1,?,7.428E2,1.191E-3,1.071E-1,?,1.07E2,?,?,?,-3.022E-3,-7.257E-2,5.305E-3,-1.596E-2,-6.972E-4,8.301E-2,-7.704E-2,-3.076E-2,9.864E-2,0E0,5.834E-1,1.253E2,5.645E3,6.172E1,5.447E7,?,?,?,?,?,?,?,?,?,?
1.435E2,8.086E-1,?,6.986E2,1.811E-3,1.541E-1,?,1.18E2,?,?,?,1.18E-1,1.634E-1,-8.97E-3,1.595E-1,2.441E-1,1.316E-1,-4.301E-2,-5.276E-3,-2.156E-2,0E0,8.35E-1,1.372E2,4.456E3,-6.458E4,3.982E7,?,?,?,?,?,?,?,?,?,?
1.338E2,8.438E-1,?,5.48E2,1.129E-3,9.769E-2,?,1.14E2,?,?,?,4.98E-2,2.256E-1,4.998E-2,4.207E-2,-1.733E-2,1.868E-1,-5.422E-2,9.896E-2,-7.315E-3,0E0,5.49E-1,1.306E2,4.427E3,-6.639E3,3.815E7,?,?,?,?,?,?,?,?,?,?
1.271E2,8.203E-1,?,8.958E2,8.546E-4,9.845E-2,?,1.05E2,?,?,?,8.907E-2,1.678E-1,6.859E-2,2.359E-2,4.41E-2,-1.074E-1,5.539E-2,9.511E-2,1.104E-2,0E0,3.867E-1,1.276E2,4.914E3,-8.694E3,4.731E7,?,?,?,?,?,?,?,?,?,?
1.311E2,8.203E-1,?,5.108E2,1.598E-3,1.431E-1,?,1.02E2,?,?,?,-2.227E-2,9.752E-2,1.002E-1,7.864E-2,-1.368E-1,-2.897E-3,-2.525E-2,1.928E-2,4.574E-4,0E0,7.905E-1,1.281E2,4.787E3,-1.367E4,4.202E7,?,?,?,?,?,?,?,?,?,?
1.542E2,9.375E-1,?,4.742E2,1.005E-3,7.963E-2,?,1.25E2,?,?,?,9.927E-2,-1.161E-1,-8.693E-2,-1.639E-1,5.826E-2,-9.365E-2,9.191E-2,2.277E-2,1.411E-2,0E0,4.647E-1,1.416E2,5.744E3,-1.33E5,6.47E7,?,?,?,?,?,?,?,?,?,?
1.323E2,8.086E-1,?,7.14E2,1.303E-3,9.666E-2,?,1.09E2,?,?,?,7.624E-2,1.715E-1,-7.812E-2,-8.228E-2,3.72E-2,-1.077E-1,1.479E-2,-1.082E-2,-4.749E-2,0E0,5.927E-1,1.307E2,5.145E3,-4.771E4,5.326E7,?,?,?,?,?,?,?,?,?,?
1.193E2,7.812E-1,?,5.555E2,1.289E-3,1.122E-1,?,1.17E2,?,?,?,-1.198E-2,-1.496E-2,-1.204E-1,8.091E-2,-2.468E-2,4.417E-2,9.633E-2,-8.852E-2,8.295E-2,0E0,6.433E-1,1.231E2,5.532E3,3.503E3,5.176E7,?,?,?,?,?,?,?,?,?,?
1.466E2,8.945E-1,?,7.677E2,9.85E-4,8.597E-2,?,1.19E2,?,?,?,1.119E-1,-6.888E-2,7.659E-2,2.686E-2,8.463E-3,9.672E-2,-1.702E-2,8.791E-2,1.761E-2,0E0,4.22E-1,1.346E2,5.965E3,-3.336E4,6.026E7,?,?,?,?,?,?,?,?,?,?
1.124E2,7.656E-1,?,7.567E2,1.297E-3,1.278E-1,?,9.7E1,?,?,?,-1.572E-1,1.573E-2,-8.265E-2,5.961E-2,1.474E-1,4.226E-3,5.741E-3,4.069E-2,1.853E-4,0E0,6.539E-1,1.2E2,5.34E3,5.971E4,5.185E7,?,?,?,?,?,?,?,?,?,?
1.099E2,7.695E-1,?,7.25E2,1.141E-3,1.217E-1,?,1.15E2,?,?,?,-6.105E-2,-1.205E-2,-8.515E-3,1.642E-2,5.557E-2,3.613E-2,2.125E-2,5.686E-2,-6.455E-2,0E0,5.573E-1,1.185E2,5.257E3,5.085E4,5.064E7,?,?,?,?,?,?,?,?,?,?
1.301E2,8.906E-1,?,6.411E2,1.107E-3,1.002E-1,?,1.05E2,?,?,?,-3.324E-2,2.363E-2,1.313E-1,-6.91E-3,-1.219E-2,-5.735E-2,-4.267E-2,-1.165E-3,1.001E-1,0E0,5.569E-1,1.294E2,5.805E3,-2.809E3,6.039E7,?,?,?,?,?,?,?,?,?,?
1.322E2,8.945E-1,?,6.55E2,1.426E-3,1.222E-1,?,1.14E2,?,?,?,6.19E-2,-6.385E-2,-6.669E-2,-1.298E-1,-7.347E-2,3.667E-2,4.099E-2,-2.477E-2,1.286E-1,0E0,7.463E-1,1.317E2,6.035E3,-4.369E4,6.347E7,?,?,?,?,?,?,?,?,?,?
1.312E2,8.242E-1,?,6.842E2,1.33E-3,1.248E-1,?,1.03E2,?,?,?,-3.62E-2,4.984E-2,7.669E-2,7.527E-2,2.908E-2,3.338E-2,4.579E-2,-4.61E-2,-2.623E-2,0E0,6.779E-1,1.316E2,5.216E3,-8.166E3,4.74E7,?,?,?,?,?,?,?,?,?,?
1.341E2,8.477E-1,?,5.007E2,2.057E-3,1.654E-1,?,1.03E2,?,?,?,3.39E-2,2.329E-2,9.445E-3,1.045E-1,2.802E-2,-1.201E-1,1.384E-1,-2.536E-1,-4.305E-2,0E0,9.214E-1,1.304E2,5.455E3,7.492E3,5.418E7,?,?,?,?,?,?,?,?,?,?
1.256E2,8.594E-1,?,6.906E2,1.325E-3,1.214E-1,?,1.15E2,?,?,?,-3.896E-2,-8.201E-2,-2.098E-2,4.561E-2,-1.489E-1,-7.602E-2,3.845E-2,7.398E-2,-1.077E-1,0E0,6.106E-1,1.256E2,5.791E3,6.899E3,5.565E7,?,?,?,?,?,?,?,?,?,?
9.034E1,6.719E-1,?,6.923E2,1.39E-3,1.249E-1,?,9.3E1,?,?,?,-2.352E-1,7.809E-2,-5.961E-2,2.507E-2,3.068E-2,-1.231E-1,1.223E-1,5.614E-2,-7.963E-2,0E0,5.7E-1,1.099E2,5.029E3,1.259E5,4.779E7,?,?,?,?,?,?,?,?,?,?
1.174E2,8.203E-1,?,7.371E2,1.859E-3,1.591E-1,?,1.18E2,?,?,?,-4.599E-2,-4.145E-2,1.83E-2,-5.807E-2,8.198E-2,3.575E-3,-8.199E-2,8.326E-2,3.616E-2,0E0,8.38E-1,1.227E2,5.866E3,3.471E3,6.103E7,?,?,?,?,?,?,?,?,?,?
1.193E2,8.125E-1,?,6.76E2,2.005E-3,1.785E-1,?,1.08E2,?,?,?,-7.253E-2,8.068E-2,-5.079E-2,1.324E-2,4.169E-2,4.093E-3,-3.255E-2,-3.212E-2,-3.756E-2,0E0,8.804E-1,1.237E2,4.869E3,5.511E4,4.567E7,?,?,?,?,?,?,?,?,?,?
1.23E2,8.203E-1,?,5.506E2,1.657E-3,1.476E-1,?,1.1E2,?,?,?,4.273E-3,4.067E-2,2.243E-2,-1.893E-2,-1.654E-2,-4.678E-2,-1.221E-1,9.826E-2,3.542E-2,0E0,8.608E-1,1.255E2,5.247E3,1.061E4,5.317E7,?,?,?,?,?,?,?,?,?,?
1.341E2,8.242E-1,?,6.967E2,1.784E-3,1.514E-1,?,1.24E2,?,?,?,1.233E-1,1.515E-1,-8.919E-2,-8.081E-2,9.503E-2,6.501E-2,-2.089E-1,-7.031E-2,6.678E-2,0E0,7.844E-1,1.303E2,4.963E3,-6.113E4,4.819E7,?,?,?,?,?,?,?,?,?,?
1.372E2,8.711E-1,?,7.597E2,1.183E-3,1.202E-1,?,1.15E2,?,?,?,2.365E-2,2.365E-2,-1.009E-1,9.951E-2,4.277E-2,-2.564E-2,1.254E-1,1.453E-1,-2.157E-2,0E0,6.262E-1,1.33E2,5.223E3,-3.15E4,5.012E7,?,?,?,?,?,?,?,?,?,?
1.213E2,8.828E-1,?,6.752E2,1.023E-3,9.011E-2,?,1.05E2,?,?,?,-2.721E-2,-7.082E-2,3.284E-2,-2.919E-2,-2.554E-2,9.014E-2,-1.623E-3,2.996E-2,-7.202E-2,0E0,4.651E-1,1.254E2,5.59E3,4.072E4,5.438E7,?,?,?,?,?,?,?,?,?,?
1.442E2,8.984E-1,?,6.489E2,1.526E-3,1.485E-1,?,1.11E2,?,?,?,4.901E-2,1.429E-3,2.223E-2,-1.266E-1,3.827E-2,3.69E-2,-6.75E-2,-6.035E-3,1.041E-1,0E0,7.413E-1,1.366E2,5.509E3,-6.139E4,5.742E7,?,?,?,?,?,?,?,?,?,?
1.248E2,8.555E-1,?,7.586E2,1.516E-3,1.344E-1,?,1.01E2,?,?,?,-6.096E-2,-7.861E-2,8.52E-2,1.462E-1,6.188E-2,9.484E-2,1.643E-2,-9.357E-2,1.841E-2,0E0,7.185E-1,1.288E2,5.55E3,2.712E4,5.143E7,?,?,?,?,?,?,?,?,?,?
1.081E2,7.695E-1,?,7.597E2,1.35E-3,1.366E-1,?,1.06E2,?,?,?,-1.827E-1,6.716E-2,3.318E-2,1.428E-2,7.889E-2,-1.523E-1,3.697E-2,-5.012E-2,6.11E-2,0E0,6.321E-1,1.179E2,5.544E3,7.937E4,5.615E7,?,?,?,?,?,?,?,?,?,?
1.183E2,8.32E-1,?,4.678E2,1.298E-3,1.431E-1,?,1E2,?,?,?,-6E-2,-1.328E-1,-5.164E-2,-4.786E-2,2.44E-2,-1.574E-1,-5.211E-2,3.177E-2,-6.638E-2,0E0,7.373E-1,1.233E2,5.149E3,3.698E4,4.833E7,?,?,?,?,?,?,?,?,?,?
1.123E2,7.344E-1,?,8.7E2,1.249E-3,1.145E-1,?,9.7E1,?,?,?,-7.454E-2,7.196E-2,-1.031E-2,-1.752E-2,-8.931E-2,9.392E-2,3.769E-2,-1.718E-2,-1.732E-4,0E0,5.68E-1,1.172E2,4.766E3,2.26E4,4.397E7,?,?,?,?,?,?,?,?,?,?
1.211E2,7.617E-1,?,5.794E2,1.433E-3,1.312E-1,?,1.15E2,?,?,?,-7.448E-2,4.503E-2,7.712E-3,8.679E-2,6.324E-3,-1.958E-2,-2.033E-2,7.029E-2,1.229E-1,0E0,7.659E-1,1.239E2,4.812E3,2.762E4,4.402E7,?,?,?,?,?,?,?,?,?,?
1.198E2,7.578E-1,?,3.03E2,1.414E-3,1.071E-1,?,1.12E2,?,?,?,-7.2E-2,9.34E-2,-1.905E-1,7.48E-2,-4.034E-2,4.89E-3,3.164E-2,-4.225E-2,7.194E-2,0E0,7.339E-1,1.217E2,4.989E3,-7.942E3,4.63E7,?,?,?,?,?,?,?,?,?,?
1.108E2,7.734E-1,?,7.088E2,1.485E-3,1.555E-1,?,1.01E2,?,?,?,-6.869E-2,2.327E-2,-7.28E-2,-3.681E-2,-5.133E-2,7.104E-2,-1.128E-1,1.912E-2,1.401E-1,0E0,8.052E-1,1.187E2,5.33E3,3.005E4,5.313E7,?,?,?,?,?,?,?,?,?,?
1.453E2,9.219E-1,?,7.374E2,1.361E-3,1.142E-1,?,1.12E2,?,?,?,6.127E-2,-2.438E-1,-2.731E-2,-1.594E-1,-6.301E-3,9.566E-2,-1.583E-1,-1.285E-2,-8.137E-3,0E0,6.229E-1,1.341E2,6.279E3,-5.506E4,6.619E7,?,?,?,?,?,?,?,?,?,?
1.523E2,9.492E-1,?,5.944E2,1.162E-3,1.048E-1,?,1.21E2,?,?,?,2.052E-1,-4.649E-2,-4.793E-2,8.07E-3,5.731E-2,-7.197E-2,-4.058E-2,6.154E-2,-2.949E-2,0E0,5.37E-1,1.382E2,5.803E3,-5.713E4,6.027E7,?,?,?,?,?,?,?,?,?,?
1.215E2,8.477E-1,?,6.179E2,1.055E-3,9.478E-2,?,1.08E2,?,?,?,-8.454E-2,-9.347E-2,4.071E-2,1.066E-2,5.146E-5,-3.68E-3,-5.495E-2,-5.926E-2,-3.203E-2,0E0,5.445E-1,1.241E2,5.897E3,4.238E3,6.057E7,?,?,?,?,?,?,?,?,?,?
1.282E2,8.594E-1,?,5.08E2,1.284E-3,1.4E-1,?,1.04E2,?,?,?,-8.787E-2,-2.238E-2,-6.951E-2,2.357E-2,-2.394E-2,-8.213E-2,7.54E-2,7.62E-3,1.599E-1,0E0,7.024E-1,1.276E2,5.54E3,1.293E4,5.51E7,?,?,?,?,?,?,?,?,?,?
1.324E2,9.531E-1,?,7.082E2,1.464E-3,1.123E-1,?,1.14E2,?,?,?,-4.075E-2,-1.931E-1,9.298E-2,7.334E-2,-8.042E-2,-1.186E-1,1.125E-1,-6.064E-2,4.847E-2,0E0,6.636E-1,1.292E2,6.495E3,1.402E4,6.703E7,?,?,?,?,?,?,?,?,?,?
1.193E2,7.852E-1,?,6.17E2,1.126E-3,1.133E-1,?,1.22E2,?,?,?,3.675E-2,1.619E-2,-1.372E-1,-1.779E-2,4.971E-3,-1.192E-2,3.834E-3,1.655E-1,1.02E-1,0E0,5.727E-1,1.222E2,5.543E3,1.21E4,5.287E7,?,?,?,?,?,?,?,?,?,?
1.273E2,8.594E-1,?,6.396E2,1.132E-3,1.19E-1,?,1.1E2,?,?,?,-5.791E-2,9.191E-3,6.703E-2,3.757E-2,2.751E-2,-4.832E-2,-8.034E-2,6.513E-2,-9.388E-3,0E0,5.735E-1,1.276E2,5.622E3,1.61E4,5.454E7,?,?,?,?,?,?,?,?,?,?
1.341E2,8.828E-1,?,7.995E2,1.481E-3,1.25E-1,?,1.25E2,?,?,?,1.842E-1,-2.568E-1,-6.41E-2,-1.242E-1,-8.39E-2,1.212E-1,-8.285E-2,2.937E-3,5.884E-2,0E0,6.551E-1,1.317E2,5.937E3,-7.048E4,6.135E7,?,?,?,?,?,?,?,?,?,?
8.698E1,6.758E-1,?,7.926E2,1.065E-3,8.69E-2,?,9.5E1,?,?,?,-1.965E-1,-1.368E-1,1.104E-1,-1.084E-1,-4.61E-2,1.152E-1,-3.459E-2,1.055E-1,-1.066E-1,0E0,4.629E-1,1.059E2,5.668E3,1.658E5,6.099E7,?,?,?,?,?,?,?,?,?,?
1.555E2,8.711E-1,?,7.21E2,1.61E-3,1.318E-1,?,1.26E2,?,?,?,1.576E-1,-1.675E-1,-7.473E-3,1.069E-2,-3.966E-2,7.445E-2,-5.496E-2,3.371E-2,5.026E-2,0E0,7.25E-1,1.422E2,5.33E3,-1.268E5,5.488E7,?,?,?,?,?,?,?,?,?,?
1.265E2,8.633E-1,?,6.913E2,1.141E-3,1.022E-1,?,1.13E2,?,?,?,7.941E-2,8.936E-2,-8.164E-2,-4.421E-3,3.955E-2,5.1E-2,-7.323E-2,-2.486E-2,8.822E-3,0E0,5.423E-1,1.287E2,5.531E3,-1.328E4,5.578E7,?,?,?,?,?,?,?,?,?,?
1.06E2,7.656E-1,?,7.864E2,1.694E-3,1.616E-1,?,1.01E2,?,?,?,-4.108E-2,-1.327E-2,7.234E-2,2.806E-2,-6.488E-2,1.09E-1,-9.3E-2,-8.393E-2,-7.939E-3,0E0,8.25E-1,1.168E2,5.101E3,8.336E4,4.885E7,?,?,?,?,?,?,?,?,?,?
1.422E2,9.062E-1,?,8.501E2,1.444E-3,1.345E-1,?,1.08E2,?,?,?,-2.423E-2,7.112E-2,-2.348E-3,1.219E-2,5.52E-2,-9.571E-2,-1.299E-1,7.658E-3,1.274E-1,0E0,6.909E-1,1.338E2,5.642E3,-3.412E4,5.757E7,?,?,?,?,?,?,?,?,?,?
1.392E2,8.242E-1,?,6.72E2,1.99E-3,1.639E-1,?,1.12E2,?,?,?,-9.458E-3,6.467E-2,1.818E-2,1.003E-1,1.238E-2,2.789E-2,2.787E-2,-1.407E-2,-1.286E-2,0E0,1.004E0,1.346E2,5.051E3,-3.227E4,4.649E7,?,?,?,?,?,?,?,?,?,?
1.235E2,7.93E-1,?,7.545E2,1.364E-3,1.264E-1,?,1.14E2,?,?,?,-2.475E-2,3.285E-2,-4.505E-2,8.12E-3,-2.579E-3,-1.52E-2,1.46E-1,-6.246E-2,-1.578E-2,0E0,7.072E-1,1.255E2,5.456E3,-1.085E3,5.228E7,?,?,?,?,?,?,?,?,?,?
1.418E2,9.023E-1,?,8.411E2,1.157E-3,1.106E-1,?,1.2E2,?,?,?,9.717E-2,-3.685E-2,-4.562E-2,3.244E-3,2.79E-2,-2.279E-2,-4.346E-2,-6.223E-4,9.733E-3,0E0,5.585E-1,1.361E2,5.718E3,-8.245E4,5.924E7,?,?,?,?,?,?,?,?,?,?
