@relation jAudio
@ATTRIBUTE "Spectral Centroid0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point0" NUMERIC
@ATTRIBUTE "Spectral Flux0" NUMERIC
@ATTRIBUTE "Compactness0" NUMERIC
@ATTRIBUTE "Spectral Variability0" NUMERIC
@ATTRIBUTE "Root Mean Square0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows0" NUMERIC
@ATTRIBUTE "Zero Crossings0" NUMERIC
@ATTRIBUTE "Strongest Beat0" NUMERIC
@ATTRIBUTE "Beat Sum0" NUMERIC
@ATTRIBUTE "Strength Of Strongest Beat0" NUMERIC
@ATTRIBUTE "LPC0" NUMERIC
@ATTRIBUTE "LPC1" NUMERIC
@ATTRIBUTE "LPC2" NUMERIC
@ATTRIBUTE "LPC3" NUMERIC
@ATTRIBUTE "LPC4" NUMERIC
@ATTRIBUTE "LPC5" NUMERIC
@ATTRIBUTE "LPC6" NUMERIC
@ATTRIBUTE "LPC7" NUMERIC
@ATTRIBUTE "LPC8" NUMERIC
@ATTRIBUTE "LPC9" NUMERIC
@ATTRIBUTE "Method of Moments0" NUMERIC
@ATTRIBUTE "Method of Moments1" NUMERIC
@ATTRIBUTE "Method of Moments2" NUMERIC
@ATTRIBUTE "Method of Moments3" NUMERIC
@ATTRIBUTE "Method of Moments4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs0" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs1" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs2" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs3" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs5" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs6" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs7" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs8" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs9" NUMERIC

@DATA
1.441E2,8.828E-1,?,7.881E2,8.364E-4,7.809E-2,?,1.21E2,?,?,?,5.648E-2,7.756E-2,4.877E-2,-2.087E-2,6.641E-2,-4.601E-2,-2.826E-2,8.905E-2,3.818E-2,0E0,4.205E-1,1.369E2,5.076E3,-4.6E4,4.973E7,?,?,?,?,?,?,?,?,?,?
1.006E2,7.422E-1,?,6.014E2,1.482E-3,1.139E-1,?,1.15E2,?,?,?,-9.45E-2,3.477E-2,-1.818E-1,-6.371E-2,-2.11E-1,9.658E-2,1.441E-2,4.762E-2,7.031E-3,0E0,6.612E-1,1.131E2,5.528E3,2.352E4,5.472E7,?,?,?,?,?,?,?,?,?,?
1.263E2,8.672E-1,?,4.697E2,1.276E-3,1.194E-1,?,1.1E2,?,?,?,6.783E-2,-3.826E-2,5.211E-3,-3.7E-2,2.465E-2,-5.757E-2,-4.994E-2,1.332E-2,1.125E-1,0E0,7.454E-1,1.272E2,5.912E3,8.086E3,5.965E7,?,?,?,?,?,?,?,?,?,?
1.3E2,9.453E-1,?,5.925E2,1.118E-3,1.054E-1,?,1.11E2,?,?,?,-8.443E-2,-1.614E-1,-2.729E-2,-1.295E-1,1.498E-2,3.875E-2,1.272E-1,-1.391E-2,1.081E-2,0E0,5.87E-1,1.279E2,5.896E3,1.708E4,6.306E7,?,?,?,?,?,?,?,?,?,?
1.219E2,8.203E-1,?,6.284E2,1.173E-3,1.021E-1,?,1.16E2,?,?,?,7.538E-3,-8.345E-3,-5.507E-2,-1.818E-2,-2.391E-2,6.685E-3,-5.005E-2,1.158E-1,2.487E-2,0E0,5.789E-1,1.228E2,5.285E3,2.685E4,5.118E7,?,?,?,?,?,?,?,?,?,?
1.379E2,8.672E-1,?,9.813E2,9.382E-4,9.933E-2,?,1.06E2,?,?,?,3.129E-2,8.027E-2,2.506E-2,-6.905E-2,-2.988E-2,1.018E-1,-4.407E-2,5.086E-2,1.347E-1,0E0,4.737E-1,1.32E2,5.048E3,-2.409E4,4.723E7,?,?,?,?,?,?,?,?,?,?
1.023E2,7.852E-1,?,6.203E2,1.103E-3,9.697E-2,?,8.4E1,?,?,?,-2.099E-1,-7.375E-2,-9.685E-2,-6.454E-2,-3.878E-2,1.72E-2,-9.593E-2,-8.379E-2,1.065E-1,0E0,5.464E-1,1.17E2,6.017E3,5.506E4,6.255E7,?,?,?,?,?,?,?,?,?,?
1.135E2,8.516E-1,?,7.201E2,1.08E-3,9.787E-2,?,1E2,?,?,?,-1.868E-1,5.892E-3,1.458E-1,1.461E-1,-8.101E-3,-5.363E-2,5.433E-2,4.148E-2,4.331E-2,0E0,4.754E-1,1.221E2,5.624E3,9.856E4,5.668E7,?,?,?,?,?,?,?,?,?,?
1.315E2,8.125E-1,?,6.133E2,2.612E-3,2.613E-1,?,1.13E2,?,?,?,7.787E-2,2.224E-1,-1.327E-1,-1.085E-1,1.27E-1,-1.745E-2,-2.562E-2,6.863E-2,3.509E-2,0E0,1.36E0,1.293E2,4.679E3,-7.116E3,4.224E7,?,?,?,?,?,?,?,?,?,?
1.396E2,8.828E-1,?,7.532E2,1.124E-3,1.178E-1,?,1.13E2,?,?,?,5.562E-2,-5.932E-2,-6.995E-2,-4.442E-3,-1.323E-2,7.691E-2,-6.595E-2,-1.107E-1,9.328E-2,0E0,5.504E-1,1.331E2,5.626E3,-5.521E4,5.757E7,?,?,?,?,?,?,?,?,?,?
1.377E2,8.867E-1,?,6.827E2,1.399E-3,1.233E-1,?,1.07E2,?,?,?,-2.269E-2,-1.119E-1,3.062E-2,4.649E-2,1.126E-2,-1.339E-2,4.122E-2,9.638E-2,2.409E-2,0E0,6.728E-1,1.334E2,5.546E3,-3.964E4,5.288E7,?,?,?,?,?,?,?,?,?,?
1.409E2,8.867E-1,?,7.19E2,1.41E-3,1.293E-1,?,1.06E2,?,?,?,2.397E-2,-6.046E-2,7.478E-2,4.997E-2,2.229E-2,-2.19E-2,3.618E-3,1.136E-1,-7.862E-2,0E0,6.442E-1,1.333E2,5.877E3,-3.151E4,5.887E7,?,?,?,?,?,?,?,?,?,?
1.145E2,8.008E-1,?,5.963E2,1.322E-3,1.262E-1,?,1.04E2,?,?,?,-3.719E-2,-2.14E-2,-3.851E-2,4.847E-2,-8.808E-2,1.082E-1,-7.998E-2,-9.593E-2,-8.778E-3,0E0,6.596E-1,1.22E2,5.605E3,2.412E4,5.526E7,?,?,?,?,?,?,?,?,?,?
1.132E2,7.266E-1,?,8.045E2,9.476E-4,8.876E-2,?,1.01E2,?,?,?,-1.369E-1,9.203E-2,-6.514E-2,-8.358E-2,1.018E-1,-2.94E-3,-6.423E-2,1.57E-1,-5.653E-2,0E0,4.257E-1,1.195E2,4.86E3,3.767E4,4.514E7,?,?,?,?,?,?,?,?,?,?
1.422E2,7.461E-1,?,7.644E2,1.995E-3,1.385E-1,?,1.21E2,?,?,?,1.982E-1,1.91E-1,-1.583E-1,2.132E-3,5.009E-2,-2.107E-1,-5.018E-2,3.03E-2,-2.525E-2,0E0,7.339E-1,1.33E2,4.761E3,-9.972E4,4.75E7,?,?,?,?,?,?,?,?,?,?
1.213E2,8.008E-1,?,4.205E2,1.463E-3,1.297E-1,?,1.21E2,?,?,?,6.411E-2,1.268E-1,-6.771E-2,2.193E-2,2.046E-2,3.178E-2,-2.232E-2,-1.494E-1,1.367E-2,0E0,8.021E-1,1.248E2,4.916E3,3.785E4,4.568E7,?,?,?,?,?,?,?,?,?,?
1.219E2,9.062E-1,?,7.169E2,1.31E-3,1.2E-1,?,1.11E2,?,?,?,-4.62E-2,-1.235E-1,-5.08E-2,-7.922E-2,-2.409E-2,-1.67E-1,4.357E-3,5.469E-2,-1E-1,0E0,5.694E-1,1.205E2,6.135E3,7.526E4,6.684E7,?,?,?,?,?,?,?,?,?,?
1.683E2,9.727E-1,?,5.333E2,1.718E-3,1.254E-1,?,1.17E2,?,?,?,1.669E-1,-1.098E-1,5.702E-2,-7.375E-2,4.047E-2,-6.27E-3,9.43E-2,7.935E-2,-8.979E-3,0E0,7.11E-1,1.442E2,6.408E3,-1.123E5,7.099E7,?,?,?,?,?,?,?,?,?,?
1.249E2,8.594E-1,?,6.791E2,1.012E-3,1.054E-1,?,1.02E2,?,?,?,-8.287E-2,-1.024E-1,-2.124E-1,-1.27E-1,-2.561E-2,5.991E-2,-4.408E-2,7.335E-2,1.493E-1,0E0,5.342E-1,1.279E2,5.652E3,-2.482E4,5.73E7,?,?,?,?,?,?,?,?,?,?
1.083E2,8.164E-1,?,7.948E2,1.188E-3,1.225E-1,?,1.02E2,?,?,?,-1.317E-1,-1.359E-1,-2.78E-1,9.136E-2,1.25E-2,-1.568E-2,8.624E-2,-7.108E-2,1.494E-2,0E0,5.654E-1,1.207E2,6.098E3,2.131E4,6.447E7,?,?,?,?,?,?,?,?,?,?
1.228E2,8.555E-1,?,7.454E2,7.735E-4,8.272E-2,?,1.02E2,?,?,?,-6.222E-3,2.614E-2,2.521E-2,-6.893E-2,-3.894E-4,4.38E-4,9.74E-2,-9.11E-2,5.426E-3,0E0,4.094E-1,1.249E2,5.539E3,3.093E4,5.64E7,?,?,?,?,?,?,?,?,?,?
1.182E2,8.438E-1,?,6.889E2,1.177E-3,1.144E-1,?,1.12E2,?,?,?,9.425E-2,-9.986E-2,-3.515E-2,2.321E-3,8.487E-2,1.06E-3,-2.42E-2,4.389E-2,-8.028E-2,0E0,6.437E-1,1.224E2,5.517E3,4.416E4,5.415E7,?,?,?,?,?,?,?,?,?,?
1.259E2,8.438E-1,?,6.475E2,1.372E-3,1.362E-1,?,1.05E2,?,?,?,2.229E-2,1.25E-2,-8.898E-2,-4.891E-3,-3.632E-2,1.634E-2,1.188E-1,-1.254E-2,-9.018E-2,0E0,7.003E-1,1.284E2,5.636E3,-3.131E4,5.699E7,?,?,?,?,?,?,?,?,?,?
9.256E1,7.891E-1,?,6.508E2,1.632E-3,1.212E-1,?,1.03E2,?,?,?,-1.372E-1,-2.301E-1,-1.209E-1,7.982E-4,-7.248E-2,4.23E-3,1.46E-2,-2.402E-2,3.222E-2,0E0,6.066E-1,1.152E2,6.13E3,7.015E4,6.094E7,?,?,?,?,?,?,?,?,?,?
1.227E2,8.359E-1,?,6.706E2,1.722E-3,1.868E-1,?,1.1E2,?,?,?,-9.199E-3,-5.95E-2,-1.224E-2,-4.777E-3,6.952E-2,-4.471E-2,5.846E-3,4.767E-3,-7.653E-2,0E0,9.72E-1,1.243E2,5.52E3,2.914E4,5.446E7,?,?,?,?,?,?,?,?,?,?
1.236E2,7.578E-1,?,6.368E2,1.233E-3,1.174E-1,?,9.4E1,?,?,?,-1.036E-1,3.101E-3,-5.909E-2,-1.007E-1,4.408E-2,-7.988E-2,-2.365E-2,-2.911E-2,7.864E-2,0E0,6.243E-1,1.249E2,4.784E3,7.949E3,4.619E7,?,?,?,?,?,?,?,?,?,?
1.211E2,8.672E-1,?,8.575E2,8.616E-4,8.317E-2,?,1.03E2,?,?,?,-1.252E-1,-2.109E-1,4.882E-2,4.034E-2,7.961E-2,8.768E-2,-1.914E-1,-5.127E-2,-1.56E-2,0E0,4.087E-1,1.243E2,5.557E3,5.915E4,5.207E7,?,?,?,?,?,?,?,?,?,?
1.588E2,9.18E-1,?,7.766E2,1.13E-3,1.215E-1,?,1.1E2,?,?,?,3.436E-2,-1.712E-1,-5.044E-2,5.801E-2,-7.588E-2,5.74E-2,1.222E-1,-1.361E-2,-2.096E-2,0E0,5.326E-1,1.427E2,5.525E3,-1.086E5,5.681E7,?,?,?,?,?,?,?,?,?,?
1.266E2,7.969E-1,?,6.387E2,1.002E-3,9.372E-2,?,1.11E2,?,?,?,-1.016E-2,1.053E-1,1.403E-2,-1.388E-2,-1.025E-1,-8.744E-2,-4.268E-2,-1.432E-1,-1.386E-1,0E0,4.935E-1,1.294E2,4.885E3,1.591E4,4.62E7,?,?,?,?,?,?,?,?,?,?
1.528E2,9.062E-1,?,6.126E2,1.077E-3,8.264E-2,?,1.21E2,?,?,?,1.704E-1,-3.527E-2,-1.519E-1,6.044E-2,3.253E-2,-5.744E-2,-1.133E-1,1.478E-1,-1.136E-1,0E0,4.992E-1,1.421E2,5.866E3,-1.686E5,6.48E7,?,?,?,?,?,?,?,?,?,?
1.227E2,8.086E-1,?,6.666E2,9.554E-4,8.375E-2,?,1.09E2,?,?,?,-2.812E-2,-2.531E-2,5.955E-2,-3.078E-2,-1.971E-2,5.814E-2,-1.2E-2,-4.107E-2,6.896E-2,0E0,4.635E-1,1.252E2,5.539E3,4.702E3,5.396E7,?,?,?,?,?,?,?,?,?,?
1.523E2,9.375E-1,?,8.124E2,1.018E-3,7.126E-2,?,1.08E2,?,?,?,1.434E-1,-1.604E-2,-1.298E-1,-3.054E-2,9.816E-2,1.452E-2,1.279E-2,-4.385E-2,1.204E-1,0E0,4.651E-1,1.386E2,5.874E3,-1.096E5,6.102E7,?,?,?,?,?,?,?,?,?,?
1.363E2,8.906E-1,?,6.698E2,1.203E-3,1.329E-1,?,1.36E2,?,?,?,3.313E-1,-2.074E-1,-1.68E-2,-1.297E-2,6.482E-2,1.476E-3,6.967E-3,-2.111E-2,1.144E-1,0E0,6.448E-1,1.331E2,6.158E3,-7.458E4,6.257E7,?,?,?,?,?,?,?,?,?,?
1.025E2,8.359E-1,?,5.907E2,1.686E-3,1.264E-1,?,1.05E2,?,?,?,-1.378E-1,-1.832E-2,1.272E-2,-6.961E-2,4.312E-2,-6.758E-2,-6.866E-2,-1.121E-1,-1.03E-2,0E0,7.55E-1,1.157E2,6.355E3,1.003E5,7E7,?,?,?,?,?,?,?,?,?,?
1.148E2,7.93E-1,?,6.252E2,1.575E-3,1.496E-1,?,1.05E2,?,?,?,-7.472E-2,-4.047E-2,4.958E-2,-9.99E-2,-2.214E-2,-7.841E-3,1.053E-1,-7.039E-2,8.294E-3,0E0,8.336E-1,1.208E2,5.781E3,4.794E4,5.786E7,?,?,?,?,?,?,?,?,?,?
1.458E2,8.359E-1,?,5.455E2,1.412E-3,1.173E-1,?,1.1E2,?,?,?,1.06E-1,-3.997E-2,-1.87E-1,3.771E-2,-9.707E-2,-3.355E-2,6.66E-2,-1.21E-1,-4.383E-2,0E0,6.369E-1,1.367E2,5.529E3,-8.743E4,5.628E7,?,?,?,?,?,?,?,?,?,?
1.28E2,8.32E-1,?,7.794E2,7.935E-4,8.226E-2,?,1.01E2,?,?,?,3.298E-2,-7.127E-3,7.156E-3,2.743E-2,1.693E-2,-2.223E-1,-1.7E-3,1.204E-1,-5.82E-2,0E0,3.917E-1,1.285E2,4.923E3,3.089E4,4.601E7,?,?,?,?,?,?,?,?,?,?
1.156E2,8.203E-1,?,1.201E3,2.314E-3,1.507E-1,?,1.44E2,?,?,?,-1.195E-1,-5.564E-2,-2.743E-2,-5.308E-4,1.294E-2,4.473E-2,-2.602E-2,1.589E-3,-6.774E-3,0E0,1.082E0,1.214E2,5.76E3,2.065E4,5.702E7,?,?,?,?,?,?,?,?,?,?
1.206E2,8.516E-1,?,5.718E2,1.483E-3,1.647E-1,?,1E2,?,?,?,-1.148E-1,-1.765E-1,2.811E-2,-3.854E-2,-6.993E-2,-4.783E-2,-2.603E-2,-6.07E-2,-8.274E-2,0E0,8.553E-1,1.256E2,5.611E3,1.443E4,5.637E7,?,?,?,?,?,?,?,?,?,?
1.211E2,9.219E-1,?,7.537E2,1.415E-3,1.01E-1,?,1.19E2,?,?,?,4.817E-3,-2.919E-1,-6.194E-2,-8.998E-2,-3.135E-2,2.559E-2,6.38E-2,1.386E-3,-1.313E-1,0E0,4.999E-1,1.248E2,7.507E3,3.525E4,8.196E7,?,?,?,?,?,?,?,?,?,?
1.015E2,7.812E-1,?,5.662E2,2.673E-3,1.901E-1,?,9.6E1,?,?,?,-2.329E-1,-6.026E-2,2.127E-1,1.193E-1,-1.171E-1,1.161E-1,-7.517E-2,-7.847E-3,6.456E-3,0E0,1.074E0,1.144E2,5.131E3,1.29E5,4.994E7,?,?,?,?,?,?,?,?,?,?
1.33E2,8.242E-1,?,7.126E2,1.694E-3,1.632E-1,?,1.19E2,?,?,?,2.738E-3,2.052E-1,-6.581E-2,-4.452E-2,1.367E-2,1.618E-2,-1.047E-1,2.131E-2,6.895E-2,0E0,9.532E-1,1.306E2,4.995E3,-3.507E4,4.716E7,?,?,?,?,?,?,?,?,?,?
1.217E2,7.734E-1,?,6.404E2,1.278E-3,1.189E-1,?,1.2E2,?,?,?,9.409E-3,1.874E-1,-1.138E-1,-1.305E-1,4.622E-3,-1.115E-2,1.242E-1,-9.961E-3,1.207E-2,0E0,5.935E-1,1.236E2,4.87E3,3.704E4,4.761E7,?,?,?,?,?,?,?,?,?,?
1.143E2,8.203E-1,?,7.322E2,1.163E-3,1.29E-1,?,1.07E2,?,?,?,3.961E-3,2.381E-2,9.933E-2,-6.999E-2,2.815E-2,7.077E-2,-4.47E-2,-3.705E-3,5.18E-2,0E0,6.572E-1,1.212E2,5.571E3,5.772E4,5.675E7,?,?,?,?,?,?,?,?,?,?
1.26E2,8.359E-1,?,6.518E2,1.327E-3,1.249E-1,?,1.11E2,?,?,?,2.766E-2,5.627E-2,-4.624E-2,-4.207E-3,3.025E-2,1.349E-4,-4.175E-2,-5.629E-3,4.413E-2,0E0,6.864E-1,1.28E2,5.362E3,7.215E3,5.007E7,?,?,?,?,?,?,?,?,?,?
1.171E2,8.086E-1,?,6.601E2,1.212E-3,1.184E-1,?,1.11E2,?,?,?,-2.212E-3,-9.489E-3,-5.592E-2,-6.241E-2,6.753E-2,2.058E-2,3.801E-2,-3.109E-3,-3.544E-2,0E0,6.8E-1,1.231E2,5.561E3,2.326E4,5.557E7,?,?,?,?,?,?,?,?,?,?
1.234E2,8.516E-1,?,6.699E2,1.917E-3,1.671E-1,?,1.05E2,?,?,?,-1.535E-1,-5.024E-2,-3.137E-2,-7.687E-2,-3.922E-2,-2.472E-2,2.109E-2,4.336E-2,-2.947E-3,0E0,9.259E-1,1.242E2,5.136E3,1.506E4,4.985E7,?,?,?,?,?,?,?,?,?,?
1.432E2,9.141E-1,?,7.407E2,9.401E-4,1.03E-1,?,1.25E2,?,?,?,1.604E-1,-2.066E-3,5.416E-2,-3.231E-2,-6.956E-2,6.438E-2,-5.751E-4,-8.578E-2,-2.981E-2,0E0,4.764E-1,1.37E2,5.843E3,-5.022E4,5.967E7,?,?,?,?,?,?,?,?,?,?
1.239E2,8.047E-1,?,1.28E3,1.525E-3,1.167E-1,?,1.46E2,?,?,?,-3.882E-2,5.205E-2,-1.32E-1,2.423E-2,1.044E-1,2.975E-3,-9.075E-3,7.923E-2,4.228E-2,0E0,8.116E-1,1.26E2,5.286E3,-2.369E3,5.071E7,?,?,?,?,?,?,?,?,?,?
1.242E2,8.398E-1,?,6.716E2,1.468E-3,1.403E-1,?,1.13E2,?,?,?,-1.567E-2,1.207E-2,9.833E-2,2.163E-2,-1.652E-2,1.076E-2,3.974E-2,-1.63E-2,-1.224E-2,0E0,7.886E-1,1.265E2,5.467E3,1.515E4,5.239E7,?,?,?,?,?,?,?,?,?,?
1.126E2,7.773E-1,?,5.948E2,1.579E-3,1.222E-1,?,1.2E2,?,?,?,-1.138E-1,-4.02E-2,-1.855E-1,2.285E-1,-1.27E-1,9.903E-4,-1.392E-1,1.828E-2,6.452E-2,0E0,7.033E-1,1.182E2,5.715E3,7.787E2,5.201E7,?,?,?,?,?,?,?,?,?,?
1.091E2,7.461E-1,?,6.805E2,1.792E-3,1.763E-1,?,1.1E2,?,?,?,-3.082E-2,5.937E-2,-4.204E-2,6.016E-2,7.009E-2,-4.279E-2,1.498E-1,3.093E-2,-1.703E-2,0E0,9.654E-1,1.162E2,5.133E3,7.768E4,4.982E7,?,?,?,?,?,?,?,?,?,?
1.29E2,8.281E-1,?,6.722E2,1.011E-3,1.003E-1,?,1.14E2,?,?,?,-2.795E-2,4.718E-2,-1.38E-2,1.083E-2,3.739E-2,1.212E-1,5.324E-2,-4.632E-2,5.413E-2,0E0,5.114E-1,1.298E2,5.078E3,-1.539E3,4.891E7,?,?,?,?,?,?,?,?,?,?
1.245E2,8.125E-1,?,5.224E2,1.08E-3,1.141E-1,?,1.1E2,?,?,?,4.372E-3,3.614E-2,6.929E-2,2.309E-2,1.196E-1,-2.447E-2,1.203E-1,-1.413E-2,-9.523E-2,0E0,5.879E-1,1.26E2,5.394E3,8.691E2,5.146E7,?,?,?,?,?,?,?,?,?,?
1.579E2,9.023E-1,?,7.909E2,1.249E-3,1.292E-1,?,1.17E2,?,?,?,1.699E-1,1.487E-1,-1.732E-2,4.231E-3,2.244E-2,-1.919E-2,2.267E-2,3.261E-2,-1.998E-2,0E0,5.976E-1,1.429E2,5.224E3,-1.163E5,5.41E7,?,?,?,?,?,?,?,?,?,?
1.444E2,8.516E-1,?,6.273E2,1.848E-3,1.541E-1,?,1.2E2,?,?,?,1.428E-1,4.253E-2,-4.535E-2,7.422E-2,-7.6E-2,-2.145E-2,-7.99E-2,9.213E-2,9.657E-2,0E0,9.187E-1,1.352E2,5.175E3,-8.671E4,4.933E7,?,?,?,?,?,?,?,?,?,?
9.57E1,7.031E-1,?,8.261E2,7.621E-4,7.177E-2,?,9.6E1,?,?,?,-5.503E-2,-2.357E-2,-2.093E-2,-6.434E-2,-7.171E-2,-2.759E-2,4.066E-2,6.157E-3,-1.451E-2,0E0,3.666E-1,1.12E2,5.712E3,1.108E5,6.055E7,?,?,?,?,?,?,?,?,?,?
1.297E2,8.555E-1,?,9.557E2,1.75E-3,1.28E-1,?,1.43E2,?,?,?,-1.545E-2,-3.744E-2,5.113E-2,9.591E-2,-2.685E-2,1.801E-2,2.021E-2,-7.466E-3,-4.995E-2,0E0,8.516E-1,1.29E2,5.399E3,-1.722E4,5.141E7,?,?,?,?,?,?,?,?,?,?
1.078E2,7.773E-1,?,5.714E2,1.223E-3,9.322E-2,?,9.9E1,?,?,?,-1.479E-1,-5.482E-2,-5.593E-2,-1.245E-1,-5.304E-2,8.07E-2,1.173E-1,-6.896E-2,4.734E-2,0E0,5.336E-1,1.199E2,5.691E3,1.986E4,5.73E7,?,?,?,?,?,?,?,?,?,?
1.005E2,7.812E-1,?,8.051E2,1.281E-3,1.313E-1,?,1.02E2,?,?,?,-1.264E-1,7.368E-3,8.139E-2,5.077E-2,7.775E-2,1.639E-2,-2.427E-2,-3.617E-2,-1.235E-1,0E0,6.56E-1,1.151E2,5.906E3,1.086E5,6.258E7,?,?,?,?,?,?,?,?,?,?
1.229E2,7.93E-1,?,8.462E2,1.581E-3,1.501E-1,?,1.08E2,?,?,?,-1.165E-1,-1.055E-1,-1.279E-2,7.205E-2,-2.043E-2,2.382E-2,1.692E-2,1.245E-1,-3.263E-2,0E0,7.833E-1,1.244E2,5.593E3,-1.163E3,5.412E7,?,?,?,?,?,?,?,?,?,?
9.618E1,7.734E-1,?,6.593E2,1.933E-3,1.551E-1,?,1.14E2,?,?,?,-1.969E-1,-8.946E-3,-1.2E-1,-4.72E-2,-1.066E-1,-1.915E-2,-6.576E-2,5.482E-2,7.869E-3,0E0,8.597E-1,1.132E2,5.744E3,9.045E4,6.077E7,?,?,?,?,?,?,?,?,?,?
1.498E2,8.945E-1,?,8.503E2,1.043E-3,9.087E-2,?,1.18E2,?,?,?,8.949E-2,-1.298E-1,2.106E-2,1.258E-1,-7.865E-2,-2.247E-2,6.754E-2,7.348E-2,-1.051E-1,0E0,5.205E-1,1.378E2,5.937E3,-8.422E4,5.849E7,?,?,?,?,?,?,?,?,?,?
1.008E2,7.617E-1,?,5.84E2,1.143E-3,1.012E-1,?,9.5E1,?,?,?,-1.05E-1,-3.822E-2,3.324E-3,-1.174E-2,-6.567E-2,-2.544E-2,-2.06E-2,1.412E-3,7.123E-2,0E0,5.777E-1,1.127E2,5.31E3,1.034E5,5.465E7,?,?,?,?,?,?,?,?,?,?
1.056E2,7.617E-1,?,7.875E2,1.009E-3,9.72E-2,?,9E1,?,?,?,-1.764E-1,3.469E-2,-2.208E-2,5.906E-2,5.623E-2,2.927E-2,6.971E-2,1.11E-1,6.508E-2,0E0,4.778E-1,1.173E2,5.611E3,8.223E4,5.513E7,?,?,?,?,?,?,?,?,?,?
1.343E2,8.906E-1,?,6.181E2,7.723E-4,7.633E-2,?,1.12E2,?,?,?,2.326E-2,1.943E-2,1.731E-2,-4.832E-2,-1.383E-2,7.296E-2,-9.806E-2,5.4E-2,5.718E-2,0E0,4.136E-1,1.295E2,5.659E3,-4.203E3,5.542E7,?,?,?,?,?,?,?,?,?,?
1.119E2,9.023E-1,?,8.373E2,1.014E-3,8.418E-2,?,1.06E2,?,?,?,-2.246E-2,-1.957E-1,-5.442E-2,-1.158E-1,-6.725E-2,2.043E-2,-4.626E-2,3.942E-2,3.077E-2,0E0,4.425E-1,1.212E2,6.65E3,4.747E4,7.046E7,?,?,?,?,?,?,?,?,?,?
1.267E2,8.75E-1,?,4.998E2,1.196E-3,1.114E-1,?,1.18E2,?,?,?,2.814E-2,-1.621E-1,-2.048E-2,1.519E-2,5.095E-2,9.473E-2,1.212E-1,-2.469E-2,-4.436E-3,0E0,6.403E-1,1.287E2,5.847E3,-1.407E4,5.668E7,?,?,?,?,?,?,?,?,?,?
1.418E2,8.711E-1,?,7.782E2,1.155E-3,1.15E-1,?,1.05E2,?,?,?,5.08E-2,4.657E-2,2.471E-2,1.283E-1,-5.066E-2,-5.545E-2,5.305E-2,1.129E-1,-7.091E-2,0E0,5.885E-1,1.346E2,5.166E3,-5.177E4,4.867E7,?,?,?,?,?,?,?,?,?,?
1.121E2,8.164E-1,?,9.025E2,1.08E-3,1.137E-1,?,1.08E2,?,?,?,-1.037E-1,-1.728E-2,-2.25E-2,-6.289E-2,7.325E-2,4.515E-2,1.594E-2,-3.226E-2,1.106E-1,0E0,5.676E-1,1.211E2,5.784E3,4.761E4,5.883E7,?,?,?,?,?,?,?,?,?,?
1.207E2,9.141E-1,?,6.336E2,9.809E-4,1.004E-1,?,1.03E2,?,?,?,6.425E-2,-1.284E-1,1.409E-1,-5.709E-2,1.587E-1,-1.044E-1,1.422E-2,1.667E-2,7.12E-2,0E0,4.85E-1,1.239E2,6.025E3,8.952E4,6.077E7,?,?,?,?,?,?,?,?,?,?
1.113E2,8.477E-1,?,6.218E2,1.159E-3,1.197E-1,?,1.19E2,?,?,?,-6.585E-2,-9.241E-2,6.904E-2,1.151E-1,-6.542E-2,7.685E-2,-4.505E-2,-1.171E-1,3.673E-2,0E0,6.244E-1,1.194E2,5.64E3,7.092E4,5.572E7,?,?,?,?,?,?,?,?,?,?
1.233E2,8.359E-1,?,6.864E2,1.089E-3,1.045E-1,?,1.19E2,?,?,?,1.449E-2,-8.478E-2,-3.722E-2,-5.283E-2,-8.427E-2,-1.483E-2,3.35E-2,1.045E-1,1.167E-2,0E0,5.483E-1,1.27E2,5.47E3,-8.912E3,5.435E7,?,?,?,?,?,?,?,?,?,?
1.404E2,8.789E-1,?,5.932E2,1.444E-3,1.248E-1,?,1.15E2,?,?,?,1.088E-1,-9.719E-2,-7.655E-2,7.683E-2,2.711E-2,-8.755E-3,-4.399E-2,2.292E-2,1.628E-2,0E0,8.2E-1,1.346E2,5.739E3,-8.075E4,5.606E7,?,?,?,?,?,?,?,?,?,?
1.107E2,8.086E-1,?,6.377E2,1.107E-3,9.71E-2,?,1.07E2,?,?,?,-4.835E-2,5.014E-2,3.251E-2,1.216E-2,-1.518E-1,4.456E-2,-3.772E-2,-1.787E-2,5.546E-2,0E0,5.015E-1,1.16E2,5.151E3,6.175E4,5.129E7,?,?,?,?,?,?,?,?,?,?
