@relation jAudio
@ATTRIBUTE "Spectral Centroid0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point0" NUMERIC
@ATTRIBUTE "Spectral Flux0" NUMERIC
@ATTRIBUTE "Compactness0" NUMERIC
@ATTRIBUTE "Spectral Variability0" NUMERIC
@ATTRIBUTE "Root Mean Square0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows0" NUMERIC
@ATTRIBUTE "Zero Crossings0" NUMERIC
@ATTRIBUTE "Strongest Beat0" NUMERIC
@ATTRIBUTE "Beat Sum0" NUMERIC
@ATTRIBUTE "Strength Of Strongest Beat0" NUMERIC
@ATTRIBUTE "MFCC0" NUMERIC
@ATTRIBUTE "MFCC1" NUMERIC
@ATTRIBUTE "MFCC2" NUMERIC
@ATTRIBUTE "MFCC3" NUMERIC
@ATTRIBUTE "MFCC4" NUMERIC
@ATTRIBUTE "MFCC5" NUMERIC
@ATTRIBUTE "MFCC6" NUMERIC
@ATTRIBUTE "MFCC7" NUMERIC
@ATTRIBUTE "MFCC8" NUMERIC
@ATTRIBUTE "MFCC9" NUMERIC
@ATTRIBUTE "MFCC10" NUMERIC
@ATTRIBUTE "MFCC11" NUMERIC
@ATTRIBUTE "MFCC12" NUMERIC
@ATTRIBUTE "LPC0" NUMERIC
@ATTRIBUTE "LPC1" NUMERIC
@ATTRIBUTE "LPC2" NUMERIC
@ATTRIBUTE "LPC3" NUMERIC
@ATTRIBUTE "LPC4" NUMERIC
@ATTRIBUTE "LPC5" NUMERIC
@ATTRIBUTE "LPC6" NUMERIC
@ATTRIBUTE "LPC7" NUMERIC
@ATTRIBUTE "LPC8" NUMERIC
@ATTRIBUTE "LPC9" NUMERIC
@ATTRIBUTE "Method of Moments0" NUMERIC
@ATTRIBUTE "Method of Moments1" NUMERIC
@ATTRIBUTE "Method of Moments2" NUMERIC
@ATTRIBUTE "Method of Moments3" NUMERIC
@ATTRIBUTE "Method of Moments4" NUMERIC
@ATTRIBUTE "title" STRING
@ATTRIBUTE "xmpDM:artist" STRING
@ATTRIBUTE "xmpDM:composer" STRING
@ATTRIBUTE "xmpDM:genre" STRING
@ATTRIBUTE "xmpDM:album" STRING

@DATA
5.187E1,4.062E-1,?,5.533E2,2.181E-3,1.51E-1,?,5.6E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-7.257E-1,-5.663E-2,-1.171E-1,-7.309E-3,-1.84E-2,-1.083E-1,1.1E-1,8.195E-2,7.293E-2,0E0,6.736E-1,8.881E1,5.63E3,2.924E5,7.054E7,Cao Cao, Maní Picao,Various Artists,?,Pop,417/1 200 Clásicas de la Sonora Matancera
1.223E2,8.711E-1,?,6.124E2,1.19E-3,1.189E-1,?,1.13E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.158E-1,-1.784E-1,-9.116E-2,2.828E-2,-8.454E-2,1.955E-2,-2.81E-2,3.065E-2,-9.348E-2,0E0,6.369E-1,1.238E2,6.076E3,3.616E4,6.094E7,Que Importa,Victor Manuelle,?,Salsa,Justo a Tiempo
1.49E2,8.672E-1,?,6.761E2,1.722E-3,1.453E-1,?,1.22E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.302E-1,1.071E-1,4.004E-2,-4.276E-2,-9.021E-2,-3.472E-3,-1.153E-1,-5.394E-2,-4.336E-2,0E0,7.472E-1,1.388E2,5.076E3,-6.899E4,4.945E7,Cuando Te Vea,Bi/G Ban de Colombia,?,Salsa,La Salsa de Siempre
1.243E2,8.203E-1,?,6.854E2,1.142E-3,1.232E-1,?,1.09E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,4.763E-2,-9.774E-2,-1.831E-2,-1.098E-1,-1.027E-2,6.321E-2,5E-2,-9.036E-2,-4.369E-2,0E0,6.345E-1,1.257E2,5.5E3,8.4E3,5.392E7,Tan simple como eso,Anthony Cruz,?,Salsa,Anthony Cruz
1.311E2,8.555E-1,?,7.86E2,1.341E-3,1.4E-1,?,1.1E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.656E-2,2.09E-2,5.916E-2,-5.92E-2,-4.108E-2,7.42E-2,3.727E-2,5.524E-2,1.808E-2,0E0,6.665E-1,1.301E2,5.374E3,-2.149E4,5.359E7,Descarga Caliente,Ruben Blades,?,Salsa,Gozando En Cali N.1
1.044E2,7.578E-1,?,5.582E2,1.32E-3,1.144E-1,?,9.4E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.022E-1,1.222E-2,1.401E-1,4.227E-2,1.093E-1,-1.596E-2,-1.608E-1,-2.181E-2,-9.897E-2,0E0,6.074E-1,1.147E2,5.324E3,1.018E5,5.435E7,EL Viejito Cañandonga,TRIO Servando DIAZ,?,,
9.346E1,7.07E-1,?,9.105E2,1.173E-3,1.201E-1,?,9.9E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.423E-2,-5.134E-2,1.271E-1,1.303E-1,-8.393E-2,1.168E-1,-2.153E-1,1.046E-1,8.273E-3,0E0,5.549E-1,1.1E2,5.361E3,1.011E5,5.227E7,Ansias de Amar,Cheo Feliciano,D.R.,Salsa,Salsa
1.333E2,7.812E-1,?,5.965E2,1.771E-3,1.443E-1,?,1.06E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-5.557E-2,1.34E-1,9.364E-3,1.221E-1,-2.56E-2,-5.368E-2,5.369E-2,9.844E-2,7.539E-2,0E0,8.975E-1,1.291E2,4.913E3,-2.344E4,4.691E7,Peleas,Altemar Dutra,?,Salsa,[non-album tracks]
1.172E2,8.75E-1,?,7.534E2,8.442E-4,7.593E-2,?,1.1E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,4.346E-3,-1.483E-1,-6.001E-2,-6.805E-2,-3.244E-2,-3.057E-2,-4.512E-2,-1.722E-2,-5.572E-2,0E0,4.1E-1,1.235E2,5.792E3,-7.536E2,5.795E7,Mambo Rock,Alfredo Linares,?,Bogaloo,Salsa De Verdad
1.448E2,7.969E-1,?,3.451E2,5.363E-4,3.941E-2,?,1.3E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.342E-1,-3.11E-2,-1.572E-1,1.157E-1,-1.685E-1,1.372E-2,1.88E-1,-1.145E-1,1.686E-1,0E0,2.42E-1,1.331E2,5.68E3,-7.056E4,5.721E7,Dos Gardenias,Ángel Canales,?,Salsa,Historia de una leyenda
1.276E2,8.281E-1,?,7.492E2,1.713E-3,1.506E-1,?,1.13E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.07E-3,4.122E-2,4.694E-2,1.346E-1,2.895E-2,-2.764E-2,3.485E-2,1.111E-2,4.813E-2,0E0,8.45E-1,1.28E2,4.92E3,4.214E4,4.494E7,Descarga Gale,Grupo Gale,?,Salsa,Fiesta Latina 2001
1.376E2,8.945E-1,?,7.012E2,1.355E-3,1.275E-1,?,1.1E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.691E-2,1.309E-2,4.031E-3,-1.307E-2,1.334E-3,7.55E-3,-1.039E-2,1.463E-1,-1.146E-2,0E0,7.035E-1,1.33E2,5.205E3,-7.795E3,5.099E7,Pachito Eche,Beny Moré,?,Son cubano,Simply Latin
1.406E2,9.023E-1,?,7.785E2,9.847E-4,9.025E-2,?,1.19E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.115E-1,-7.918E-2,-5.589E-2,2.477E-2,-3.671E-2,-1.579E-1,-7.785E-3,-2.177E-1,-1.444E-1,0E0,4.804E-1,1.369E2,5.586E3,-8.221E4,5.909E7,Adoración,Eddie Palmieri,?,Salsa,Sentido
1.071E2,8.047E-1,?,7.325E2,1.253E-3,9.789E-2,?,1.07E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.144E-1,-6.715E-2,-4.146E-2,4.312E-2,8.583E-2,-7.562E-4,-4.581E-2,-1.967E-2,5.992E-2,0E0,5.213E-1,1.194E2,5.658E3,6.704E4,5.806E7,Moreno Soy,Sonora Ponceña,?,Salsa.,Explorando
1.303E2,7.891E-1,?,7.94E2,1.16E-3,1.028E-1,?,1.19E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,6.363E-2,6.917E-2,-8.614E-2,-6.246E-2,4.398E-2,2.409E-2,1.237E-1,-4.893E-2,-2.395E-2,0E0,5.722E-1,1.289E2,5.321E3,-5.111E4,5.226E7,TE Mantengo y NO ME Quieres,Roberto Roena,?,Salsa,Exitos
1.36E2,8.516E-1,?,7.56E2,1.238E-3,1.045E-1,?,1.14E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1E-2,-6.305E-2,1.758E-2,6.947E-2,-1.275E-1,6.387E-2,-1.278E-1,3.673E-2,-4.267E-3,0E0,5.835E-1,1.301E2,5.437E3,-3.392E4,5.091E7,Para Ti Oyente,El Gran Combo,?,Salsa,El Gran Combo
1.357E2,8.867E-1,?,7.758E2,8.399E-4,9.777E-2,?,1.1E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.024E-1,1.095E-1,2.331E-1,1.596E-1,4.003E-2,-6.353E-2,-7.598E-2,2.887E-2,-2.173E-2,0E0,4.516E-1,1.325E2,5.266E3,-1.045E4,4.969E7,Preferi Perderte,Beny Moré,?,Son cubano,Boleros de Oro
1.19E2,8.203E-1,?,8.949E2,7.069E-4,8.082E-2,?,1.06E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-3.709E-2,-1.235E-3,-1.088E-1,2.286E-2,2.253E-2,-8.86E-2,3.839E-2,5.806E-2,3.833E-2,0E0,3.574E-1,1.223E2,5.513E3,3.202E4,5.398E7,Areito VA a SONAR (Pr),SALSA,?,Genre,PETE CONDE Rodriguez
8.227E1,6.289E-1,?,4.682E2,1.393E-3,1.132E-1,?,9.8E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.649E-1,-3.152E-2,-6.782E-2,-1.945E-2,3.893E-2,5.285E-2,-3.362E-2,6.762E-2,-3.662E-2,0E0,6.339E-1,1.035E2,5.344E3,1.505E5,5.708E7,Bobo Tu Te Quedaras Orq Harlow,Orquesta Harlow,?,Salsa,Salsa
4.841E1,4.141E-1,?,4.186E2,1.219E-3,5.247E-2,?,7.4E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-5.359E-1,-2.801E-1,-3.329E-2,3.051E-2,9.296E-2,1.222E-1,1.877E-2,-1.708E-2,-7.676E-2,0E0,3.964E-1,8.726E1,6.068E3,3.299E5,7.56E7,Sigue cantando Celia,Celia Cruz,?,Salsa,Dios disfrute a la reina
1.635E2,9.102E-1,?,7.07E2,1.078E-3,8.852E-2,?,1.11E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,2.379E-1,-9.319E-2,4.4E-3,7.785E-2,1.913E-1,6.173E-2,-5.99E-2,1.023E-1,-8.597E-2,0E0,4.339E-1,1.431E2,6.116E3,-7.689E4,5.853E7,Lamento Campesino,Roberto Roena,?,Salsa,Exitos
1.267E2,8.477E-1,?,7.471E2,1.193E-3,1.242E-1,?,1.14E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-5.06E-2,7.669E-2,4.527E-2,-2.424E-2,9.812E-2,6.224E-2,-7.009E-2,-9.063E-3,3.226E-2,0E0,6.214E-1,1.285E2,5.521E3,-3.65E3,5.435E7,Carmezon,Bobby Valentín,?,Salsa.,Va A La Cárcel, Volume 2
1.353E2,8.555E-1,?,6.784E2,1.437E-3,1.268E-1,?,1.03E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.118E-1,-3.834E-2,-6.884E-2,6.861E-3,-1.335E-1,-6.301E-2,-4.257E-2,4.537E-2,1.698E-1,0E0,7.163E-1,1.308E2,5.617E3,-4.516E4,5.462E7,Ave Maria Lola,Andy Montañez,?,Salsa,El Numero Uno Con La Numero Uno
1.312E2,8.438E-1,?,7.059E2,9.012E-4,7.887E-2,?,1.08E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,3.206E-2,-5.99E-2,-1.156E-2,2.903E-2,1.046E-1,6.285E-2,1.894E-1,-1.096E-1,-1.319E-1,0E0,4.187E-1,1.286E2,5.624E3,-1.47E4,5.699E7,La Coronela,El Gran Combo de Puerto Rico,D.R.,Latin,En Acción
1.287E2,8.242E-1,?,7.127E2,1.417E-3,1.23E-1,?,1.19E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,4.417E-2,4.465E-2,4.215E-2,1.235E-1,4.414E-2,9.536E-2,-1.143E-1,6.564E-2,-1.564E-2,0E0,7.263E-1,1.269E2,5.05E3,5.528E3,4.726E7,Sancocho prieto,Sonora Ponceña,?,Salsa,30th Anniversary, Volume 1
1.371E2,9.18E-1,?,7.61E2,1.745E-3,1.536E-1,?,1.16E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,7.599E-2,-6.701E-2,-6.203E-3,1.176E-2,-4.56E-2,-2.972E-2,6.026E-2,1.689E-2,7.858E-2,0E0,9.292E-1,1.321E2,5.608E3,-2.083E4,5.595E7,Fiebre Boogaloo,La Misma Gente,?,Salsa,Lo Mejor
1.244E2,8.203E-1,?,7.728E2,2.42E-4,6.375E-2,?,1.08E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-4.974E-2,1.497E-1,-1.925E-1,-2.831E-3,-1.295E-1,2.005E-2,1.09E-1,-4.605E-3,8.86E-2,0E0,1.233E-1,1.245E2,5.271E3,1.059E4,5.144E7,La Flor de la Canela,Alex Acuña,?,Latin jazz,Los Hijos Del Sol to My Country
1.416E2,8.984E-1,?,6.249E2,6.582E-4,9.917E-2,?,1.09E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-7.005E-2,-7.094E-4,1.597E-1,1.636E-1,1.189E-1,1.407E-1,6.982E-2,-9.472E-2,-3.658E-2,0E0,3.56E-1,1.342E2,5.76E3,-5.296E4,5.74E7,Deseo Salvaje,Sonora Ponceña,?,Salsa.,Fuego En El 23
1.22E2,8.438E-1,?,7.413E2,1.168E-3,9.66E-2,?,1.01E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.364E-1,-1.506E-1,-1.122E-1,2.168E-2,-1.484E-1,-1.299E-2,-4.778E-2,4.861E-2,-4.15E-2,0E0,5.871E-1,1.247E2,6.168E3,-1.041E4,6.325E7,Tu y Yo En Navidad,Pijuan y Su Sexteto,?,Salsa,El Ayer de la Salsa
1.312E2,8.008E-1,?,7.053E2,1.228E-3,1.047E-1,?,1.1E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,2.271E-2,9.08E-2,-1.254E-1,-1.119E-2,-1.154E-1,4.466E-2,2.85E-2,3.362E-2,-2.2E-2,0E0,5.871E-1,1.287E2,5.429E3,-4.578E4,5.284E7,Los cueros,Ray Barretto,?,Salsa,Guajira y Guaguancó
1.486E2,7.969E-1,?,6.284E2,1.64E-3,1.403E-1,?,1.3E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,2.307E-1,1.944E-1,-3.779E-2,2.107E-1,-5.333E-3,-8.762E-2,-6.613E-2,-7.716E-2,-5.822E-2,0E0,7.254E-1,1.389E2,4.667E3,-1.049E5,4.537E7,La sopa en botella,Celia Cruz con La Sonora Matancera,?,Boleros,Historia musical de Celia Cruz con La Sonora Matancera
9.93E1,8.242E-1,?,5.008E2,7.324E-4,5.936E-2,?,1.22E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.338E-1,-2.189E-1,-7.558E-2,-7.28E-2,1.317E-1,5.249E-2,1.094E-2,-1.707E-3,-2.022E-4,0E0,3.797E-1,1.156E2,6.334E3,7.602E4,6.618E7,Borrachito,SALSA,?,Genre,Santiago CERON
1.307E2,8.086E-1,?,5.743E2,1.311E-3,1.227E-1,?,1.07E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,3.452E-2,1.266E-2,-7.531E-2,1.415E-2,1.543E-2,-2.877E-2,-5.815E-2,-3.37E-2,1.534E-1,0E0,6.588E-1,1.293E2,5.215E3,-4.303E4,5.098E7,Dos Hueyes,Domingo Quiñonez,?,Salsa,Salsa
1.257E2,9.023E-1,?,5.277E2,1.8E-3,1.774E-1,?,1.18E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-5.121E-2,-1.959E-2,1.476E-1,-7.041E-2,6.994E-2,1.492E-2,3.342E-2,-5.427E-2,1.634E-2,0E0,9.527E-1,1.246E2,5.641E3,5.502E4,5.745E7,DONDE Llevas EL SON,Orquesta Harlow,?,Salsa,Salsa
1.423E2,8.438E-1,?,4.889E2,7.037E-4,6.944E-2,?,1.18E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,6.744E-2,-9.406E-2,-1.228E-3,4.606E-3,-4.515E-2,8.258E-3,-4.814E-2,-2.668E-2,5.854E-2,0E0,3.678E-1,1.342E2,5.46E3,-6.306E4,5.243E7,La Bayamesa,La Costa Brava,?,Salsa,Lo Mejor De Costa Brava
1.402E2,8.75E-1,?,6.625E2,1.016E-3,1.071E-1,?,1.07E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-9.029E-3,7.278E-2,-1.883E-2,2.43E-2,-4.36E-2,-5.496E-3,6.534E-2,7.488E-2,4.188E-2,0E0,5.381E-1,1.35E2,5.09E3,-3.621E4,4.942E7,No se olvida,Dimensión Latina,?,Salsa,Dimensión Latina 98
1.186E2,8.125E-1,?,5.408E2,1.094E-3,9.286E-2,?,1.14E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.701E-2,-2.839E-2,2.509E-3,-8.107E-2,1.32E-1,1.291E-1,-8.446E-3,-7.193E-2,6.387E-2,0E0,5.764E-1,1.23E2,5.262E3,5.627E4,5.078E7,Extravio,Junior González,?,Salsa,Salsa
1.127E2,8.125E-1,?,7.128E2,8.693E-4,7.466E-2,?,1.02E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-9.09E-2,-3.48E-3,-3.132E-2,-1.572E-2,-1.6E-2,6.046E-2,1.215E-1,3.653E-2,-6.842E-2,0E0,4.324E-1,1.213E2,5.883E3,4.888E3,5.816E7,Triste Muñeca,Johnny Pacheco,?,Pachanga,Pacheco y Su Charnga 2
1.259E2,8.242E-1,?,8.194E2,1.002E-3,8.748E-2,?,1.18E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.141E-3,8.885E-3,-1.574E-2,-9.536E-2,1.699E-2,6.326E-2,5.533E-2,1.972E-2,-1.584E-1,0E0,4.746E-1,1.273E2,5.199E3,-3.856E4,5.191E7,Tu y Yo,La Misma Gente,?,Salsa,Grandes Exitos
1.236E2,8.477E-1,?,7.481E2,1.216E-3,1.062E-1,?,1.03E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-4.467E-2,-1.245E-1,-2.056E-1,1.11E-1,-1.675E-2,3.568E-3,-4.363E-2,-9.879E-2,-3.817E-2,0E0,5.73E-1,1.269E2,5.606E3,-8.549E3,5.329E7,El Caiman,Andy Montañez,?,Salsa,Salsa (Varios Artistas)
1.225E2,8.242E-1,?,5.795E2,1.065E-3,1.062E-1,?,1.09E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-6.082E-2,-8.95E-2,2.322E-3,6.426E-2,-5.169E-2,2.923E-2,-5.104E-3,2.191E-2,-4.692E-2,0E0,5.897E-1,1.251E2,5.522E3,-9.759E3,5.359E7,031 Ismael Miranda Me Curo Con Rumba,Ismael Miranda,?,Salsa,Soneros Del Ayer
1.326E2,8.555E-1,?,5.08E2,1.128E-3,1.067E-1,?,1.21E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,5.478E-2,7.582E-2,-3.48E-2,1.905E-2,-8.752E-2,-7.429E-3,-3.247E-3,1.984E-2,3.755E-2,0E0,5.714E-1,1.291E2,5.196E3,-1.491E4,4.968E7,Quien Es Quien,Raphy Leavitt y Orquesta La Selecta,?,Guaguanco y montuno,Salsa Exclusiva
1.146E2,7.93E-1,?,6.462E2,1.027E-3,8.984E-2,?,1.14E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.019E-3,1.385E-2,-5.938E-4,4.354E-2,1.308E-1,-4.662E-3,-1.276E-2,-1.04E-1,-1.952E-2,0E0,5.408E-1,1.202E2,5.273E3,3.712E4,4.88E7,003-Compay Pongase Duro-Salsa Mayor,Unknown,?,Salsa,V E T E R a N O S D E L a S a L S A
1.217E2,9.258E-1,?,6.111E2,1.932E-3,1.581E-1,?,9.6E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-7.193E-2,-1.245E-1,-3.178E-2,-1.805E-1,-1.093E-1,-4.37E-2,9.95E-2,-9.323E-2,-7.282E-2,0E0,8.472E-1,1.273E2,6.391E3,-5.537E3,6.905E7,Nunca Te Dejare Ir,Gustavo Rodriguez,?,Salsa,Musica Para Perros Bien Perros
