@relation jAudio
@ATTRIBUTE "Spectral Centroid0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point0" NUMERIC
@ATTRIBUTE "Spectral Flux0" NUMERIC
@ATTRIBUTE "Compactness0" NUMERIC
@ATTRIBUTE "Spectral Variability0" NUMERIC
@ATTRIBUTE "Root Mean Square0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows0" NUMERIC
@ATTRIBUTE "Zero Crossings0" NUMERIC
@ATTRIBUTE "Strongest Beat0" NUMERIC
@ATTRIBUTE "Beat Sum0" NUMERIC
@ATTRIBUTE "Strength Of Strongest Beat0" NUMERIC
@ATTRIBUTE "MFCC0" NUMERIC
@ATTRIBUTE "MFCC1" NUMERIC
@ATTRIBUTE "MFCC2" NUMERIC
@ATTRIBUTE "MFCC3" NUMERIC
@ATTRIBUTE "MFCC4" NUMERIC
@ATTRIBUTE "MFCC5" NUMERIC
@ATTRIBUTE "MFCC6" NUMERIC
@ATTRIBUTE "MFCC7" NUMERIC
@ATTRIBUTE "MFCC8" NUMERIC
@ATTRIBUTE "MFCC9" NUMERIC
@ATTRIBUTE "MFCC10" NUMERIC
@ATTRIBUTE "MFCC11" NUMERIC
@ATTRIBUTE "MFCC12" NUMERIC
@ATTRIBUTE "LPC0" NUMERIC
@ATTRIBUTE "LPC1" NUMERIC
@ATTRIBUTE "LPC2" NUMERIC
@ATTRIBUTE "LPC3" NUMERIC
@ATTRIBUTE "LPC4" NUMERIC
@ATTRIBUTE "LPC5" NUMERIC
@ATTRIBUTE "LPC6" NUMERIC
@ATTRIBUTE "LPC7" NUMERIC
@ATTRIBUTE "LPC8" NUMERIC
@ATTRIBUTE "LPC9" NUMERIC
@ATTRIBUTE "Method of Moments0" NUMERIC
@ATTRIBUTE "Method of Moments1" NUMERIC
@ATTRIBUTE "Method of Moments2" NUMERIC
@ATTRIBUTE "Method of Moments3" NUMERIC
@ATTRIBUTE "Method of Moments4" NUMERIC
@ATTRIBUTE "title" STRING
@ATTRIBUTE "xmpDM:artist" STRING
@ATTRIBUTE "xmpDM:composer" STRING
@ATTRIBUTE "xmpDM:genre" STRING
@ATTRIBUTE "xmpDM:album" STRING

@DATA
1.319E2,8.32E-1,?,6.437E2,1.844E-3,1.756E-1,?,1.16E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-3.006E-2,7.66E-2,1.749E-2,1.532E-2,-3.006E-2,4.426E-2,4.579E-3,4.994E-2,-6.929E-2,0E0,9.788E-1,1.299E2,5.165E3,-2.491E4,4.965E7,Hasta Que Vuelvas,Oscar D' Leon,?,Salsa,Oscar D' Leon
1.127E2,8.203E-1,?,6.918E2,1.306E-3,1.099E-1,?,1.14E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.354E-1,-1.434E-1,-8.907E-4,-2.955E-2,1.89E-3,-6.802E-2,-2.219E-2,-3.141E-3,-3.356E-2,0E0,6.295E-1,1.182E2,5.83E3,7.147E4,5.879E7,Sobredosis,Los Titanes,?,Salsa,The Rough Guide to Salsa Colombia
1.146E2,8.32E-1,?,6.142E2,1.156E-3,9.343E-2,?,9.4E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.49E-1,-2.625E-2,8.501E-2,-7.87E-3,-9.347E-2,2.457E-2,6.112E-3,-4.412E-2,-8.805E-2,0E0,5.478E-1,1.207E2,5.83E3,5.846E4,5.851E7,Descarga,Bloque de búsqueda,Bloque De Busqueda,Salsa,Bloque de búsqueda
1.302E2,7.891E-1,?,1.456E2,1.138E-3,9.962E-2,?,8E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,5.293E-2,-2.377E-2,-1.396E-1,2.31E-1,4.195E-2,1.174E-1,-1.483E-1,-7.924E-2,2.327E-1,0E0,5.308E-1,1.283E2,5.325E3,-4.478E4,4.791E7,Bemba Colora,Celia Cruz,?,Salsa,Introducing... Celia Cruz
1.473E2,8.906E-1,?,5.611E2,8.003E-4,7.377E-2,?,1.23E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,2.165E-1,4.165E-2,2.652E-2,-1.505E-1,-4.051E-2,-4.232E-2,-2.708E-2,9.574E-2,9.282E-2,0E0,4.106E-1,1.381E2,5.331E3,-9.082E4,5.637E7,La Comprita,Oscar D'León,?,Salsa,Los Mejores Oscares
1.382E2,8.555E-1,?,7.278E2,1.102E-3,9.682E-2,?,1.14E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,4.231E-2,1.905E-1,4.159E-2,4.642E-2,-6.776E-2,1.542E-1,2.52E-2,-9.277E-3,1.743E-2,0E0,5.35E-1,1.348E2,4.729E3,-1.423E4,4.322E7,Cancion a Una Madre,Jorge Leo,?,Salsa,
1.146E2,8.32E-1,?,6.639E2,1.666E-3,1.486E-1,?,1.15E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,7.883E-2,-9.579E-2,2.867E-2,1.348E-1,-6.245E-2,3.018E-3,-8.992E-3,1.464E-1,-4.825E-2,0E0,7.896E-1,1.218E2,5.705E3,6.579E4,5.425E7,Razon de Mi Vida,Víctor Manuelle,?,Salsa,Victor Manuelle
1.239E2,8.555E-1,?,6.92E2,1.213E-3,9.708E-2,?,9.7E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-6.143E-2,-5.874E-2,-7.799E-3,-1.757E-1,8.828E-3,-1.139E-1,-8.075E-2,-2.684E-2,4.02E-3,0E0,5.59E-1,1.27E2,5.414E3,-1.202E2,5.711E7,Usted Abuso,Celia Cruz,Antonio Carles Marques Pinto/Jose Carlos Figueiredo/Pepe Avila/Pierre Delanor,Salsa,Los Bravos de la Fania, Volume 4
1.201E2,8.633E-1,?,8.943E2,1.176E-3,9.427E-2,?,1.01E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-8.529E-2,-8.25E-2,2.02E-2,-9.572E-2,-1.235E-1,-3.631E-2,-9.972E-2,2.214E-2,-5.898E-2,0E0,5.671E-1,1.26E2,5.923E3,-2.272E4,6.111E7,El Mensajero Bobby Valentin,Cano Estremera,?,Salsa,Salsa
1.17E2,8.125E-1,?,6.828E2,1.242E-3,1.079E-1,?,1.15E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.947E-2,-7.198E-2,2.064E-2,1.175E-1,-2.708E-2,1.287E-1,1.044E-2,3.691E-2,-1.036E-2,0E0,6.318E-1,1.21E2,5.371E3,3.409E4,4.87E7,No Quiero Na' Regalao,El Gran Combo de Puerto Rico,?,Salsa,De Punta a Punta
1.105E2,7.969E-1,?,6.171E2,1.006E-3,1.038E-1,?,1.08E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.136E-2,8.454E-3,-1.949E-2,-5.873E-2,2.089E-2,-2.813E-2,-2.532E-2,8.494E-2,-1.267E-1,0E0,5.071E-1,1.18E2,5.807E3,6.584E4,6.222E7,Ella Es Tu Fuiste,Junior González,?,Salsa,Super Hits
1.477E2,8.711E-1,?,5.987E2,1.186E-3,9.69E-2,?,1.2E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.617E-1,1.012E-1,5.918E-3,1.615E-2,-1.412E-1,1.238E-1,3.802E-2,1.975E-3,-6.915E-2,0E0,5.351E-1,1.394E2,4.977E3,-7.82E4,4.809E7,El yerbero moderno,Celia Cruz con La Sonora Matancera,?,Bolero,Historia musical de Celia Cruz con La Sonora Matancera
1.121E2,8.32E-1,?,8.404E2,1.413E-3,1.333E-1,?,1.02E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.283E-1,-3.494E-2,5.518E-2,-9.206E-3,-1.127E-1,-5.792E-2,4.894E-2,1.93E-1,-1.741E-2,0E0,7.464E-1,1.197E2,5.729E3,5.543E4,5.697E7,Naufragio,Cuarteto Caney,?,Salsa,Vol 2 Cd B
1.178E2,8.281E-1,?,7.258E2,1.085E-3,9.739E-2,?,1.22E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-3.407E-2,4.715E-2,1.442E-2,1.85E-1,9.913E-2,-3.859E-5,3.41E-2,7.306E-2,5.717E-2,0E0,4.949E-1,1.238E2,5.346E3,4.437E4,5.062E7,Mi Sabrosa Guaracha,Conjunto Clásico,Ramón Rodríguez,Latin,Mas "Clasico" Que Nunca
1.224E2,7.695E-1,?,6.286E2,1.387E-3,1.078E-1,?,1.09E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,4.342E-2,1.132E-1,-4.6E-2,5.224E-2,1.032E-2,-8.736E-2,-8.35E-3,-8.957E-2,-2.201E-2,0E0,6.367E-1,1.245E2,5.098E3,1.485E4,5.049E7,SALSA y Dulzura,Ray Barretto,Ray Barretto,Salsa,Descarga Criolla
1.309E2,8.008E-1,?,7.953E2,1.207E-3,1.072E-1,?,1.23E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.511E-3,1.529E-1,-3.321E-2,-1.775E-2,7.89E-2,3.743E-2,4.107E-2,2.317E-2,4.798E-2,0E0,5.694E-1,1.291E2,4.805E3,-2.083E4,4.641E7,Que Corto Es El Amor,La Sonora Matancera-Myrta Silva,?,Latin,200 Clásicas de la Sonora Matancera
1.133E2,7.461E-1,?,8.094E2,1.224E-3,1.138E-1,?,9.2E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-8.457E-2,1.889E-1,1.349E-1,-5.743E-2,-6.821E-2,2.961E-2,-1.378E-1,-2.317E-2,-1.121E-1,0E0,5.853E-1,1.179E2,4.672E3,5.064E4,4.51E7,La Dicupé,Orquesta Dicupé,?,Salsa,Orquesta Dicupé
1.258E2,8.32E-1,?,7.475E2,1.06E-3,1.271E-1,?,1.07E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.196E-2,5.693E-2,-1.244E-1,8.404E-2,-3.322E-2,-6.885E-2,7.375E-2,7.125E-2,-8.691E-2,0E0,5.574E-1,1.268E2,5.327E3,-1.059E4,5.038E7,Que Me Castigue Dios Federico,Federico y Su Combo,?,Salsa,Salsa
1.096E2,8.242E-1,?,5.701E2,1.342E-3,1.115E-1,?,1.01E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.441E-2,-6.963E-2,-1.106E-1,-1.96E-1,1.372E-1,2.546E-3,1.038E-1,-6.609E-2,9.489E-2,0E0,6.272E-1,1.171E2,6.082E3,7.636E4,6.644E7,Chaleco,Charlie Palmieri,?,Salsa,Gozando En Cali N.1
1.264E2,7.852E-1,?,8.114E2,1.367E-3,1.192E-1,?,1.18E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,4.151E-2,1.691E-2,-1.94E-1,-7.067E-2,2.356E-2,1.674E-3,2.478E-3,1.618E-1,1.795E-1,0E0,6.134E-1,1.283E2,4.913E3,-3.423E4,4.563E7,La Engañada Naty y Su Orq,Naty y Su Charanga,?,Salsa,Naty y Su Charanga
9.876E1,8.32E-1,?,9.479E2,1.263E-3,1.043E-1,?,1.05E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-9.028E-2,-1.987E-2,-3.513E-2,-8.308E-2,-1.059E-1,-5.378E-2,-1.336E-1,-6.616E-3,-7.092E-2,0E0,5.43E-1,1.163E2,6.008E3,8.104E4,6.547E7,Atrapado,Willie Colón,?,Salsa,The Best II
1.275E2,8.281E-1,?,7.658E2,7.279E-4,9.152E-2,?,1.11E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.967E-1,1.59E-2,8.164E-3,2.623E-2,-8.593E-2,-1.227E-2,-9.895E-2,1.991E-2,1.031E-1,0E0,3.694E-1,1.277E2,5.54E3,-2.437E4,5.187E7,Ven Donde Mi (Bolero) Gilberto Sextet,Gilberto y Su Sexteto,?,Salsa,Salsa
1.251E2,8.438E-1,?,7.577E2,9.1E-4,7.311E-2,?,9.4E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.352E-2,-1.687E-2,-7.521E-2,-1.955E-2,1.083E-1,-4.03E-2,-5.792E-2,1.319E-1,3.896E-3,0E0,3.979E-1,1.261E2,5.777E3,8.559E3,5.857E7,Ayer Bobby Valentin,Cano Estremera,?,Salsa,Salsa
1.093E2,7.891E-1,?,7.662E2,1.204E-3,9.984E-2,?,1E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-9.653E-2,4.955E-2,3.733E-2,-6.986E-2,-1.158E-2,-7.012E-2,-2.303E-2,-5.258E-2,1.029E-1,0E0,5.818E-1,1.193E2,5.446E3,5.134E4,5.51E7,QUE LE PASA a MY MAMA,Johnny Pacheco,?,,Pacheco y SU Charanga CON Elliot Romero
1.217E2,8.047E-1,?,6.891E2,2.6E-4,7.569E-2,?,1.06E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-5.289E-2,-4.076E-2,-1.902E-1,-3.896E-2,1.928E-2,-1.166E-1,3.649E-2,-4.512E-2,4.528E-2,0E0,1.25E-1,1.244E2,5.619E3,-2.484E4,5.576E7,ALTO SONGO,Johhny Pacheco,?,Salsa,Exitos
9.663E1,7.812E-1,?,6.728E2,1.52E-3,1.513E-1,?,9.3E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.514E-1,-5.508E-2,-2.108E-2,5.867E-2,-7.572E-2,-4.499E-2,-4.956E-2,-2.436E-2,-1.439E-1,0E0,7.704E-1,1.118E2,5.713E3,1.082E5,5.882E7,Sandra-Orquesta Souvenir,Orquesta Souvenir,?,Salsa,S a L S a 2 0 1 2 2 0 1 3
1.561E2,9.375E-1,?,6.327E2,1.085E-3,9.912E-2,?,1.18E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,6.155E-2,-6.212E-2,-6.676E-2,-5.889E-3,3.748E-2,3.752E-2,7.901E-2,-7.597E-2,5.789E-2,0E0,5.218E-1,1.422E2,5.315E3,-8.585E4,5.178E7,Lágrimas Negras,Trío Matamoros,?,Salsa,20 Exitos Inolvidables
1.203E2,8.711E-1,?,8.281E2,1.285E-3,1.054E-1,?,1.12E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-4.217E-2,-1.239E-1,-1.382E-2,3.846E-2,3.022E-2,-9.911E-2,-9.35E-2,6.997E-2,1.396E-2,0E0,5.929E-1,1.259E2,5.96E3,2.441E4,6.079E7,ATACA DE NUEVO,JOE CUBA Cocinando,?,Genre,JOE CUBA-Cocinando LA SALSA
1.202E2,8.281E-1,?,6.456E2,1.315E-3,1.152E-1,?,1.15E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.683E-2,-1.742E-2,-1.324E-1,6.606E-2,-2.984E-2,3.747E-2,-5.974E-2,5.873E-2,-5.057E-2,0E0,6.763E-1,1.235E2,5.168E3,5.121E3,4.914E7,Mata Siguaraya,Israel Kantor and Roberto Torres,?,Salsa,Tropicana All Stars
1.331E2,8.594E-1,?,5.874E2,1.542E-3,1.454E-1,?,1.13E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,8.634E-2,-3.628E-2,-1.289E-2,-1.541E-1,-2.648E-2,1.259E-1,-2.235E-2,-9.494E-2,-6.426E-2,0E0,7.549E-1,1.31E2,5.322E3,-6.522E4,5.406E7,Son 40 Jerry Rivas,Gran Combo,?,Salsa,40 Aniversario En Vivo: 2-CD Set
1.382E2,8.789E-1,?,4.353E2,7.134E-4,1.121E-1,?,9.3E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.88E-3,-1.119E-1,5.842E-2,4.127E-2,3.79E-2,1.052E-1,-1.031E-1,-1.395E-1,-4.021E-2,0E0,3.242E-1,1.354E2,5.894E3,-7.544E4,6.077E7,La Agarro Bajando,Gilberto Santa Rosa,?,Salsa,Intenso
1.218E2,8.125E-1,?,8.45E2,1.153E-3,1.132E-1,?,9.6E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-8.084E-2,1.61E-2,-8.315E-2,-3.61E-2,-9.557E-2,-1.393E-1,-1.358E-2,2.976E-2,6.717E-2,0E0,5.668E-1,1.233E2,5.075E3,1.606E4,4.979E7,Don't You Worry About a Thing,Tito Puente,?,Salsa,50 Years of Swing
1.371E2,8.945E-1,?,7.135E2,1.287E-3,1.322E-1,?,1.04E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-3.604E-2,3.994E-2,-2.952E-2,-5.055E-2,-4.727E-2,4.662E-2,3.079E-2,9.996E-2,-3.729E-2,0E0,6.927E-1,1.316E2,5.365E3,-9.159E3,5.278E7,Que Alguien Me Diga,Gilberto Santa Rosa,?,Salsa,Solo Bolero
1.52E2,9.102E-1,?,7.91E2,1.045E-3,1.101E-1,?,1.28E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.502E-1,4.337E-2,-6.904E-2,6.539E-2,9.92E-2,1.367E-2,5.99E-2,4.115E-2,-6.79E-2,0E0,4.827E-1,1.383E2,5.654E3,-7.013E4,5.467E7,Hansel and Raul,Hansel y Raul,?,Salsa,
1.2E2,8.125E-1,?,7.623E2,1.756E-3,1.585E-1,?,1.06E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-7.88E-2,-7.561E-4,6.204E-2,-8.042E-3,-4.999E-2,8.524E-2,-1.106E-1,-1.001E-1,-6.323E-2,0E0,8.068E-1,1.238E2,5.404E3,1.78E4,5.22E7,Pachanga Yes,DJ Caliche/ALL Castellanos,?,Pachanga,DJ Caliche
1.286E2,8.203E-1,?,7.121E2,1.748E-3,1.394E-1,?,1.11E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.037E-1,5.574E-2,-1.78E-1,-1.422E-1,-7.219E-2,1.165E-1,4.535E-2,-6.9E-2,-2.332E-2,0E0,7.593E-1,1.284E2,5.222E3,-4.875E4,5.136E7,Cuando Sera,La Mulenze,?,Salsa,
1.337E2,9.18E-1,?,9.424E2,1.889E-3,1.751E-1,?,1.23E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.261E-1,-1.122E-1,-1.475E-1,-4.262E-2,-8.746E-2,9.273E-2,7.164E-2,6.174E-2,-3.066E-2,0E0,7.403E-1,1.297E2,6.631E3,-4.09E4,7.015E7,Se Te Olvida (La Mentira),Tito Rodríguez con La Rondalla Venezolana,?,Salsa,Eternamente
1.411E2,9.102E-1,?,6.29E2,1.843E-3,1.788E-1,?,1.15E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,8.924E-2,-4.58E-2,1.046E-1,2.246E-2,3.017E-2,-1.346E-2,-1.968E-2,7.685E-2,-1.642E-2,0E0,9.932E-1,1.349E2,5.387E3,-1.647E4,5.212E7,Esta Como Quiere,RAY Torres,?,Other,ASI SOY YO
1.219E2,7.578E-1,?,5.596E2,1.019E-3,9.396E-2,?,1.17E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,5.016E-2,6.867E-2,-3.199E-1,5.952E-2,8.854E-2,-1.593E-1,1.122E-1,-7.552E-3,-8.598E-2,0E0,5.17E-1,1.237E2,5.53E3,-2.496E4,5.367E7,Bienvenido and Caito,Bienvenido Granda,?,,
1.147E2,7.773E-1,?,6.795E2,1.362E-3,1.196E-1,?,1.07E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-7.157E-2,-1.578E-1,-5.501E-2,-7.083E-4,5.448E-2,-1.09E-1,-4.251E-2,-5.957E-3,-7.053E-2,0E0,6.406E-1,1.199E2,5.101E3,3.662E4,4.807E7,Resignacion Gran Combo,El Gran Combo,?,Salsa,El Gran Combo
1.62E2,8.789E-1,?,6.584E2,1.377E-3,8.781E-2,?,1.2E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,2.669E-1,3.988E-2,1.467E-2,1.618E-1,2.893E-2,-1.376E-2,-6.352E-3,7.407E-2,2.675E-2,0E0,5.753E-1,1.496E2,4.83E3,-1.527E5,4.71E7,Me voy pa' Cali,Oscar D'León,?,Salsa,El rey de los soneros
8.664E1,7.5E-1,?,7.766E2,1.642E-3,1.171E-1,?,1E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.203E-1,-6.416E-2,-8.52E-2,-8.16E-2,-4.442E-2,-1.868E-2,-3.852E-2,-6.759E-2,-9.553E-3,0E0,6.285E-1,1.093E2,5.852E3,1.002E5,6.186E7,Chin Chon Chow,Loui Ramirez,?,Pachangas,Pachanga
1.305E2,9.297E-1,?,5.475E2,1.025E-3,7.924E-2,?,1.17E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.753E-2,-1.018E-1,2.873E-2,-1.247E-1,4.919E-2,9.971E-2,-2.931E-2,-1.631E-2,-1.095E-2,0E0,4.952E-1,1.268E2,6.353E3,4.663E4,6.61E7,,Cheo Feliciano,?,Salsa,Romantico
1.34E2,8.633E-1,?,7.541E2,1.325E-3,1.094E-1,?,1.01E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-7.126E-2,-7.79E-2,-9.697E-2,7.994E-2,2.735E-2,-7.806E-2,-1.01E-1,-1.203E-1,-5.349E-2,0E0,5.848E-1,1.332E2,5.419E3,-6.757E4,5.402E7,No Te Miento Celio Gonzalez,La Sonora Matancera,?,Salsa,Gran Rumba 1
